question_id,skill_id,canonical_skill_key
6696,261,205
6697,261,205
6698,772,634
6699,302,235
6700,302,235
6701,673,543
6702,674,544
6703,673,543
6704,673,543
6705,674,544
6706,262,206
6707,262,206
6708,280,222
6709,667,537
6710,300,234
6711,683,551
6712,683,551
6713,181,139
6714,170,129
6715,683,551
6716,683,551
6717,637,510
6718,180,138
6719,637,510
6720,637,510
6721,637,510
6722,652,522
6723,637,510
6724,637,510
6725,180,138
6726,180,138
6727,637,510
6728,633,506
6729,683,551
6730,673,543
6731,667,537
6732,320,248
6733,321,249
6734,323,251
6735,633,506
6736,633,506
6737,633,506
6738,633,506
6739,633,506
6740,633,506
6741,634,507
6742,634,507
6743,261,205
6744,170,129
6745,271,214
6746,634,507
6747,422,340
6748,773,635
6749,170,129
6750,683,551
6751,104,80;973
6752,103,80;972
6753,678,547
6754,683,551
6755,204,157
6756,204,157
6757,667,537
6758,761,623
6759,761,623
6760,722,585
6761,683,551
6762,471,383
6763,207,159
6764,774,636
6765,774,636
6766,774,636
6767,774,636
6768,258,203;235
6769,774,636
6770,263,207
6771,263,207
6772,262,206
6773,775,637
6774,775,637
6775,775,637
6776,775,637
6777,775,637
6778,776,638
6779,582,480
6780,104,80;973
6781,97,76;80
6782,104,80;973
6783,97,76;80
6784,103,80;972
6785,65,57
6786,65,57
6787,84,67
6788,84,67
6789,84,67
6790,84,67
6791,84,67
6792,85,67;387
6793,126,95
6794,132,101
6795,132,101
6796,132,101
6797,132,101
6798,132,101
6799,132,101
6800,21,17
6801,223,172
6802,223,172
6803,240,187
6804,469,381
6805,469,381
6806,240,187
6807,240,187
6808,469,381
6809,469,381
6810,777,639
6811,777,639
6812,777,639
6813,777,639
6814,777,639
6815,778,640
6816,778,640
6817,779,641
6818,779,641
6819,778,640
6820,778,640
6821,779,641
6822,779,641
6823,779,641
6824,778,640
6825,779,641
6826,779,641
6827,133,102
6828,141,107
6829,143,108
6830,135,103
6831,135,103
6832,143,108
6833,143,108
6834,145,109
6835,145,109
6836,150,111
6837,146,110
6838,150,111
6839,146,110
6840,150,111
6841,150,111
6842,150,111
6843,151,111;1277
6844,243,190
6845,243,190
6846,243,190
6847,243,190
6848,243,190
6849,9,6
6850,243,190
6851,243,190
6852,518,423
6853,473,385
6854,9,6
6855,9,6
6856,780,642
6857,780,642
6858,780,642
6859,780,642
6860,780,642
6861,780,642
6862,481,390
6863,481,390
6864,480,389
6865,480,389
6866,480,389
6867,480,389
6868,481,390
6869,481,390
6870,481,390
6871,480,389
6872,722,585
6873,781,643
6874,722,585
6875,781,643
6876,781,643
6877,781,643
6878,781,643
6879,781,643
6880,722,585
6881,781,643
6882,782,644
6883,783,645
6884,783,645
6885,783,645
6886,783,645
6887,782,644
6888,783,645
6889,783,645
6890,782,644
6891,782,644
6892,782,644
6893,784,646
6894,784,646
6895,784,646
6896,782,644
6897,784,646
6898,784,646
6899,784,646
6900,784,646
6901,668,538
6902,669,539
6903,785,647
6904,785,647
6905,786,648
6906,785,647
6907,786,648
6908,786,648
6909,785,647
6910,667,537
6911,785,647
6912,785,647
6913,785,647
6914,785,647
6915,785,647
6916,787,649
6917,787,649
6918,177,135
6919,650,520
6920,178,136
6921,650,520
6922,650,520
6923,180,138
6924,650,520
6925,181,139
6926,650,520
6927,650,520
6928,181,139
6929,181,139
6930,650,520
6931,181,139
6932,650,520
6933,180,138
6934,180,138
6935,180,138
6936,180,138
6937,21,17
6938,23,19
6939,23,19
6940,23,19
6941,23,19
6942,21,17
6943,788,650
6944,788,650
6945,788,650
6946,788,650
6947,788,650
6948,788,650
6949,788,650
6950,261,205
6951,681,549
6952,679,548
6953,679,548
6954,679,548
6955,679,548
6956,681,549
6957,492,400
6958,226,175
6959,226,175
6960,226,175
6961,509,415
6962,509,415
6963,509,415
6964,509,415
6965,509,415
6966,509,415
6967,463,376
6968,740,601
6969,740,601
6970,740,601
6971,740,601
6972,343,271
6973,351,279
6974,343,271
6975,351,279
6976,351,279
6977,346,274
6978,346,274
6979,789,651
6980,346,274
6981,790,651;733
6982,790,651;733
6983,792,652
6984,789,651
6985,792,652
6986,789,651
6987,792,652
6988,789,651
6989,794,652;734
6990,792,652
6991,789,651
6992,789,651
6993,789,651
6994,791,651;734
6995,789,651
6996,795,653
6997,795,653
6998,795,653
6999,795,653
7000,795,653
7001,745,607
7002,795,653
7003,795,653
7004,745,607
7005,795,653
7006,795,653
7007,795,653
7008,795,653
7009,795,653
7010,745,607
7011,795,653
7012,795,653
7013,795,653
7014,795,653
7015,745,607
7016,789,651
7017,789,651
7018,789,651
7019,789,651
7020,485,393
7021,485,393
7022,508,414
7023,795,653
7024,508,414
7025,796,654
7026,796,654
7027,796,654
7028,796,654
7029,796,654
7030,796,654
7031,797,655
7032,797,655
7033,797,655
7034,797,655
7035,204,157
7036,204,157
7037,681,549
7038,681,549
7039,681,549
7040,681,549
7041,681,549
7042,768,630
7043,768,630
7044,735,598
7045,798,656
7046,799,657
7047,798,656
7048,799,657
7049,798,656
7050,735,598
7051,798,656
7052,798,656
7053,799,657
7054,798,656
7055,801,658
7056,801,658
7057,803,659
7058,803,659
7059,801,658
7060,801,658
7061,801,658
7062,799,657
7063,803,659
7064,799,657
7065,801,658
7066,804,659;732
7067,192,147
7068,806,660
7069,806,660
7070,806,660
7071,806,660
7072,806,660
7073,806,660
7074,806,660
7075,806,660
7076,806,660
7077,806,660
7078,806,660
7079,806,660
7080,806,660
7081,806,660
7082,806,660
7083,806,660
7084,806,660
7085,806,660
7086,378,304
7087,378,304
7088,378,304
7089,378,304
7090,378,304
7091,387,311;314
7092,387,311;314
7093,386,311
7094,385,310
7095,385,310
7096,385,310
7097,385,310
7098,385,310
7099,389,313
7100,388,312
7101,388,312
7102,388,312
7103,392,316
7104,392,316
7105,392,316
7106,392,316
7107,398,321
7108,392,316
7109,398,321
7110,398,321
7111,398,321
7112,396,319
7113,396,319
7114,396,319
7115,396,319
7116,396,319
7117,396,319
7118,396,319
7119,396,319
7120,396,319
7121,393,317
7122,397,320
7123,395,318
7124,395,318
7125,397,320
7126,402,324
7127,397,320
7128,395,318
7129,411,332
7130,411,332
7131,411,332
7132,411,332
7133,411,332
7134,400,323
7135,400,323
7136,400,323
7137,400,323
7138,400,323
7139,402,324
7140,402,324
7141,407,328
7142,402,324
7143,407,328
7144,402,324
7145,402,324
7146,402,324
7147,402,324
7148,402,324
7149,402,324
7150,407,328
7151,402,324
7152,402,324
7153,402,324
7154,407,328
7155,402,324
7156,402,324
7157,408,329
7158,407,328
7159,404,326
7160,408,329
7161,404,326
7162,404,326
7163,404,326
7164,404,326
7165,407,328
7166,407,328
7167,408,329
7168,408,329
7169,404,326
7170,404,326
7171,404,326
7172,407,328
7173,404,326
7174,404,326
7175,406,327
7176,409,330
7177,406,327
7178,409,330
7179,807,661
7180,807,661
7181,807,661
7182,807,661
7183,807,661
7184,807,661
7185,808,662
7186,808,662
7187,809,663
7188,808,662
7189,808,662
7190,809,663
7191,808,662
7192,808,662
7193,808,662
7194,808,662
7195,808,662
7196,808,662
7197,809,663
7198,809,663
7199,808,662
7200,808,662
7201,808,662
7202,809,663
7203,808,662
7204,808,662
7205,809,663
7206,808,662
7207,808,662
7208,808,662
7209,809,663
7210,809,663
7211,808,662
7212,809,663
7213,809,663
7214,396,319
7215,396,319
7216,410,331
7217,410,331
7218,410,331
7219,410,331
7220,410,331
7221,410,331
7222,410,331
7223,410,331
7224,410,331
7225,410,331
7226,811,664
7227,811,664
7228,811,664
7229,811,664
7230,811,664
7231,811,664
7232,811,664
7233,811,664
7234,809,663
7235,809,663
7236,810,663;669
7237,809,663
7238,813,665
7239,814,666
7240,814,666
7241,809,663
7242,814,666
7243,814,666
7244,814,666
7245,814,666
7246,809,663
7247,813,665
7248,814,666
7249,814,666
7250,814,666
7251,813,665
7252,815,667
7253,815,667
7254,815,667
7255,816,668
7256,813,665
7257,815,667
7258,815,667
7259,815,667
7260,815,667
7261,815,667
7262,813,665
7263,815,667
7264,815,667
7265,815,667
7266,813,665
7267,815,667
7268,816,668
7269,815,667
7270,817,669
7271,817,669
7272,818,670
7273,815,667
7274,817,669
7275,815,667
7276,818,670
7277,817,669
7278,818,670
7279,818,670
7280,818,670
7281,818,670
7282,817,669
7283,815,667
7284,815,667
7285,818,670
7286,817,669
7287,817,669
7288,817,669
7289,817,669
7290,696,563
7291,695,562
7292,696,563
7293,696,563
7294,696,563
7295,695,562
7296,696,563
7297,696,563
7298,696,563
7299,695,562
7300,696,563
7301,696,563
7302,696,563
7303,696,563
7304,696,563
7305,695,562
7306,695,562
7307,695,562
7308,695,562
7309,692,560
7310,695,562
7311,694,561
7312,692,560
7313,695,562
7314,691,559
7315,691,559
7316,693,560;561
7317,691,559
7318,691,559
7319,691,559
7320,691,559
7321,691,559
7322,691,559
7323,691,559
7324,398,321
7325,398,321
7326,371,297
7327,371,297
7328,371,297
7329,371,297
7330,697,564
7331,698,564;671
7332,819,671
7333,819,671
7334,819,671
7335,819,671
7336,697,564
7337,697,564
7338,819,671
7339,819,671
7340,698,564;671
7341,385,310
7342,697,564
7343,819,671
7344,819,671
7345,819,671
7346,817,669
7347,820,672
7348,819,671
7349,816,668
7350,819,671
7351,817,669
7352,816,668
7353,819,671
7354,820,672
7355,820,672
7356,816,668
7357,817,669
7358,820,672
7359,817,669
7360,820,672
7361,817,669
7362,817,669
7363,819,671
7364,820,672
7365,817,669
7366,820,672
7367,820,672
7368,820,672
7369,820,672
7370,385,310
7371,385,310
7372,385,310
7373,385,310
7374,398,321
7375,398,321
7376,398,321
7377,398,321
7378,392,316
7379,398,321
7380,398,321
7381,699,565
7382,699,565
7383,396,319
7384,385,310
7385,155,115
7386,155,115
7387,821,673
7388,822,673;928
7389,823,674
7390,823,674
7391,823,674
7392,821,673
7393,823,674
7394,823,674
7395,823,674
7396,770,632
7397,821,673
7398,824,675
7399,824,675
7400,821,673
7401,824,675
7402,770,632
7403,824,675
7404,824,675
7405,770,632
7406,826,676;1181
7407,825,676
7408,825,676
7409,827,677
7410,827,677
7411,608,495
7412,608,495
7413,828,678
7414,828,678
7415,827,677
7416,827,677
7417,829,679
7418,829,679
7419,829,679
7420,828,678
7421,827,677
7422,827,677
7423,828,678
7424,827,677
7425,829,679
7426,829,679
7427,828,678
7428,828,678
7429,828,678
7430,831,680;1056
7431,828,678
7432,830,680
7433,830,680
7434,830,680
7435,831,680;1056
7436,828,678
7437,828,678
7438,831,680;1056
7439,770,632
7440,770,632
7441,608,495
7442,608,495
7443,821,673
7444,586,484
7445,608,495
7446,587,484;929
7447,588,484;1083
7448,822,673;928
7449,832,681
7450,832,681
7451,832,681
7452,605,492
7453,832,681
7454,832,681
7455,605,492
7456,833,682
7457,833,682
7458,833,682
7459,833,682
7460,833,682
7461,833,682
7462,833,682
7463,834,683
7464,834,683
7465,471,383
7466,471,383
7467,11,8
7468,12,9
7469,12,9
7470,11,8
7471,12,9
7472,11,8
7473,11,8
7474,12,9
7475,11,8
7476,835,684
7477,835,684
7478,836,685
7479,837,686
7480,836,685
7481,836,685
7482,838,687
7483,839,688
7484,836,685
7485,837,686
7486,836,685
7487,838,687
7488,838,687
7489,835,684
7490,839,688
7491,837,686
7492,836,685
7493,838,687
7494,835,684
7495,835,684
7496,838,687
7497,837,686
7498,837,686
7499,835,684
7500,839,688
7501,839,688
7502,839,688
7503,840,689
7504,839,688
7505,841,690
7506,625,501;503
7507,841,690
7508,629,502
7509,841,690
7510,841,690
7511,624,500;691
7512,841,690
7513,844,692
7514,845,693
7515,597,490;693
7516,845,693
7517,844,692
7518,844,692
7519,844,692
7520,844,692
7521,845,693
7522,845,693
7523,843,691
7524,628,501;691
7525,632,505
7526,632,505
7527,843,691
7528,141,107
7529,141,107
7530,142,107;1079
7531,135,103
7532,135,103
7533,135,103
7534,143,108
7535,143,108
7536,143,108
7537,143,108
7538,621,500
7539,133,102
7540,620,499;501
7541,618,498
7542,618,498
7543,621,500
7544,619,499
7545,609,496
7546,621,500
7547,619,499
7548,627,501;505
7549,371,297
7550,695,562
7551,763,625
7552,764,626
7553,764,626
7554,764,626
7555,763,625
7556,763,625
7557,763,625
7558,764,626
7559,763,625
7560,764,626
7561,764,626
7562,766,628
7563,766,628
7564,766,628
7565,765,627
7566,767,629
7567,846,694
7568,767,629
7569,847,695
7570,847,695
7571,767,629
7572,846,694
7573,767,629
7574,846,694
7575,846,694
7576,847,695
7577,765,627
7578,846,694
7579,847,695
7580,765,627
7581,847,695
7582,760,622
7583,760,622
7584,760,622
7585,102,79;358
7586,429,347
7587,442,358
7588,442,358
7589,442,358
7590,429,347
7591,436,352
7592,436,352
7593,648,518
7594,648,518
7595,648,518
7596,848,696
7597,848,696
7598,849,697
7599,848,696
7600,848,696
7601,849,697
7602,848,696
7603,849,697
7604,849,697
7605,849,697
7606,849,697
7607,849,697
7608,849,697
7609,21,17
7610,26,22
7611,850,698
7612,850,698
7613,850,698
7614,850,698
7615,850,698
7616,851,699
7617,851,699
7618,851,699
7619,850,698
7620,853,700;980
7621,527,430
7622,852,700
7623,527,430
7624,852,700
7625,854,701
7626,854,701
7627,854,701
7628,855,702
7629,855,702
7630,855,702
7631,855,702
7632,855,702
7633,855,702
7634,856,703
7635,856,703
7636,856,703
7637,856,703
7638,857,704
7639,856,703
7640,857,704
7641,857,704
7642,857,704
7643,857,704
7644,857,704
7645,857,704
7646,439,355
7647,439,355
7648,645,516;967
7649,642,515
7650,646,516;969
7651,645,516;967
7652,642,515
7653,858,705
7654,858,705
7655,859,706
7656,861,707
7657,859,706
7658,858,705
7659,859,706
7660,861,707
7661,863,707;985
7662,865,708;985
7663,864,708
7664,866,709
7665,865,708;985
7666,864,708
7667,866,709
7668,860,706;709
7669,866,709
7670,866,709
7671,866,709
7672,866,709
7673,866,709
7674,866,709
7675,866,709
7676,867,709;983
7677,866,709
7678,857,704
7679,868,710
7680,857,704
7681,868,710
7682,868,710
7683,857,704
7684,869,711
7685,869,711
7686,869,711
7687,869,711
7688,869,711
7689,869,711
7690,870,712
7691,870,712
7692,870,712
7693,747,609
7694,747,609
7695,747,609
7696,747,609
7697,747,609
7698,871,713
7699,871,713
7700,871,713
7701,871,713
7702,872,713;714
7703,873,714
7704,873,714
7705,873,714
7706,873,714
7707,874,715
7708,875,715;1308
7709,874,715
7710,875,715;1308
7711,874,715
7712,874,715
7713,874,715
7714,875,715;1308
7715,876,716
7716,874,715
7717,874,715
7718,874,715
7719,874,715
7720,875,715;1308
7721,874,715
7722,874,715
7723,874,715
7724,874,715
7725,874,715
7726,873,714
7727,871,713
7728,871,713
7729,871,713
7730,871,713
7731,873,714
7732,871,713
7733,871,713
7734,873,714
7735,873,714
7736,873,714
7737,873,714
7738,873,714
7739,876,716
7740,807,661
7741,877,717
7742,877,717
7743,877,717
7744,877,717
7745,877,717
7746,877,717
7747,877,717
7748,877,717
7749,877,717
7750,697,564
7751,878,718
7752,491,399
7753,492,400
7754,739,600
7755,739,600
7756,739,600
7757,739,600
7758,453,369
7759,348,276
7760,348,276
7761,348,276
7762,743,605
7763,348,276
7764,719,582
7765,214,164
7766,214,164
7767,214,164
7768,485,393
7769,796,654
7770,796,654
7771,796,654
7772,796,654
7773,796,654
7774,796,654
7775,796,654
7776,796,654
7777,508,414
7778,796,654
7779,879,719
7780,796,654
7781,879,719
7782,879,719
7783,879,719
7784,796,654
7785,880,720
7786,796,654
7787,880,720
7788,879,719
7789,880,720
7790,880,720
7791,881,721
7792,881,721
7793,880,720
7794,880,720
7795,880,720
7796,880,720
7797,881,721
7798,881,721
7799,881,721
7800,882,722
7801,882,722
7802,881,721
7803,881,721
7804,882,722
7805,882,722
7806,882,722
7807,882,722
7808,882,722
7809,882,722
7810,882,722
7811,882,722
7812,882,722
7813,882,722
7814,882,722
7815,882,722
7816,882,722
7817,501,407
7818,500,406
7819,501,407
7820,501,407
7821,501,407
7822,351,279
7823,350,278
7824,343,271
7825,726,589
7826,726,589
7827,726,589
7828,346,274
7829,346,274
7830,792,652
7831,792,652
7832,789,651
7833,793,652;732
7834,793,652;732
7835,792,652
7836,792,652
7837,792,652
7838,792,652
7839,504,410
7840,761,623
7841,761,623
7842,504,410
7843,504,410
7844,504,410
7845,204,157
7846,204,157
7847,204,157
7848,204,157
7849,204,157
7850,204,157
7851,204,157
7852,204,157
7853,204,157
7854,204,157
7855,204,157
7856,792,652
7857,883,723
7858,884,724
7859,883,723
7860,883,723
7861,792,652
7862,884,724
7863,883,723
7864,884,724
7865,884,724
7866,883,723
7867,885,725
7868,885,725
7869,885,725
7870,884,724
7871,885,725
7872,885,725
7873,884,724
7874,885,725
7875,885,725
7876,885,725
7877,506,412
7878,347,275
7879,347,275
7880,347,275
7881,347,275
7882,506,412
7883,793,652;732
7884,742,604
7885,886,726
7886,887,727
7887,886,726
7888,887,727
7889,886,726
7890,887,727
7891,886,726
7892,886,726
7893,886,726
7894,459,374
7895,887,727
7896,887,727
7897,886,726
7898,459,374
7899,887,727
7900,886,726
7901,458,373
7902,886,726
7903,886,726
7904,888,728
7905,888,728
7906,888,728
7907,888,728
7908,888,728
7909,720,583
7910,720,583
7911,721,584
7912,723,586
7913,722,585
7914,723,586
7915,725,588
7916,724,587
7917,353,281
7918,353,281
7919,353,281
7920,724,587
7921,353,281
7922,353,281
7923,353,281
7924,353,281
7925,353,281
7926,353,281
7927,353,281
7928,353,281
7929,756,618
7930,756,618
7931,756,618
7932,756,618
7933,755,617
7934,757,619
7935,757,619
7936,757,619
7937,757,619
7938,755,617
7939,755,617
7940,755,617
7941,755,617
7942,757,619
7943,757,619
7944,757,619
7945,757,619
7946,757,619
7947,757,619
7948,757,619
7949,757,619
7950,757,619
7951,757,619
7952,887,727
7953,886,726
7954,887,727
7955,886,726
7956,888,728
7957,888,728
7958,888,728
7959,888,728
7960,888,728
7961,755,617
7962,517,422
7963,353,281
7964,888,728
7965,888,728
7966,724,587
7967,725,588
7968,202,155
7969,202,155
7970,203,156
7971,202,155
7972,759,621
7973,760,622
7974,758,620
7975,203,156
7976,201,154
7977,201,154
7978,759,621
7979,758,620
7980,201,154
7981,203,156
7982,510,416
7983,510,416
7984,509,415
7985,510,416
7986,889,729
7987,729,592
7988,889,729
7989,889,729
7990,889,729
7991,889,729
7992,729,592
7993,729,592
7994,728,591
7995,728,591
7996,759,621
7997,760,622
7998,758,620
7999,201,154
8000,510,416
8001,510,416
8002,889,729
8003,889,729
8004,198,151
8005,198,151
8006,218,167
8007,218,167
8008,198,151
8009,890,730
8010,219,168
8011,219,168
8012,221,170
8013,890,730
8014,219,168
8015,890,730
8016,221,170
8017,890,730
8018,221,170
8019,221,170
8020,890,730
8021,890,730
8022,891,731
8023,891,731
8024,890,730
8025,891,731
8026,891,731
8027,890,730
8028,891,731
8029,219,168
8030,219,168
8031,221,170
8032,891,731
8033,891,731
8034,890,730
8035,890,730
8036,890,730
8037,890,730
8038,891,731
8039,891,731
8040,679,548
8041,768,630
8042,768,630
8043,768,630
8044,768,630
8045,768,630
8046,735,598
8047,681,549
8048,798,656
8049,798,656
8050,768,630
8051,804,659;732
8052,804,659;732
8053,799,657
8054,799,657
8055,804,659;732
8056,801,658
8057,798,656
8058,801,658
8059,805,659;734
8060,802,658;733
8061,802,658;733
8062,799,657
8063,799,657
8064,679,548
8065,798,656
8066,735,598
8067,803,659
8068,768,630
8069,799,657
8070,799,657
8071,801,658
8072,680,548;733
8073,680,548;733
8074,893,734
8075,893,734
8076,893,734
8077,894,734;1201
8078,892,732
8079,893,734
8080,805,659;734
8081,895,735
8082,896,736
8083,897,737
8084,898,738
8085,899,739
8086,899,739
8087,898,738
8088,895,735
8089,895,735
8090,898,738
8091,898,738
8092,896,736
8093,898,738
8094,898,738
8095,898,738
8096,897,737
8097,897,737
8098,895,735
8099,896,736
8100,896,736
8101,897,737
8102,898,738
8103,899,739
8104,897,737
8105,895,735
8106,897,737
8107,898,738
8108,896,736
8109,899,739
8110,898,738
8111,898,738
8112,899,739
8113,897,737
8114,766,628
8115,847,695
8116,763,625
8117,763,625
8118,764,626
8119,846,694
8120,767,629
8121,764,626
8122,765,627
8123,900,740
8124,900,740
8125,901,741
8126,901,741
8127,902,742
8128,900,740
8129,901,741
8130,902,742
8131,902,742
8132,901,741
8133,901,741
8134,902,742
8135,903,743
8136,902,742
8137,900,740
8138,902,742
8139,901,741
8140,900,740
8141,902,742
8142,847,695
8143,903,743
8144,903,743
8145,903,743
8146,651,521
8147,653,523
8148,651,521
8149,179,137
8150,651,521
8151,651,521
8152,653,523
8153,652,522
8154,652,522
8155,652,522
8156,177,135
8157,652,522
8158,106,82
8159,106,82
8160,125,94
8161,125,94
8162,125,94
8163,125,94
8164,125,94
8165,125,94
8166,125,94
8167,137,104;432
8168,137,104;432
8169,137,104;432
8170,137,104;432
8171,136,104
8172,139,106
8173,140,106;432
8174,140,106;432
8175,139,106
8176,140,106;432
8177,139,106
8178,139,106
8179,139,106
8180,904,744
8181,904,744
8182,904,744
8183,904,744
8184,904,744
8185,904,744
8186,905,745
8187,906,746
8188,905,745
8189,906,746
8190,905,745
8191,905,745
8192,906,746
8193,906,746
8194,906,746
8195,905,745
8196,905,745
8197,907,747
8198,907,747
8199,908,748
8200,907,747
8201,689,557
8202,689,557
8203,908,748
8204,689,557
8205,907,747
8206,907,747
8207,908,748
8208,908,748
8209,908,748
8210,39,33
8211,39,33
8212,909,749
8213,909,749
8214,909,749
8215,909,749
8216,909,749
8217,909,749
8218,909,749
8219,909,749
8220,909,749
8221,909,749
8222,909,749
8223,910,750
8224,910,750
8225,909,749
8226,910,750
8227,910,750
8228,909,749
8229,910,750
8230,688,556
8231,688,556
8232,688,556
8233,688,556
8234,688,556
8235,688,556
8236,357,284
8237,690,558
8238,690,558
8239,690,558
8240,690,558
8241,357,284
8242,911,751
8243,911,751
8244,357,284
8245,911,751
8246,911,751
8247,912,752
8248,690,558
8249,911,751
8250,912,752
8251,913,753
8252,913,753
8253,913,753
8254,913,753
8255,912,752
8256,912,752
8257,913,753
8258,913,753
8259,912,752
8260,913,753
8261,913,753
8262,236,184
8263,914,754
8264,236,184
8265,915,755
8266,236,184
8267,915,755
8268,914,754
8269,915,755
8270,915,755
8271,236,184
8272,236,184
8273,915,755
8274,236,184
8275,236,184
8276,915,755
8277,916,756
8278,916,756
8279,917,757
8280,917,757
8281,918,758
8282,918,758
8283,917,757
8284,917,757
8285,918,758
8286,918,758
8287,916,756
8288,918,758
8289,917,757
8290,916,756
8291,919,759
8292,919,759
8293,916,756
8294,920,760
8295,916,756
8296,919,759
8297,919,759
8298,916,756
8299,919,759
8300,919,759
8301,920,760
8302,920,760
8303,916,756
8304,916,756
8305,921,761
8306,921,761
8307,921,761
8308,921,761
8309,921,761
8310,921,761
8311,920,760
8312,920,760
8313,920,760
8314,920,760
8315,920,760
8316,920,760
8317,920,760
8318,914,754
8319,920,760
8320,920,760
8321,914,754
8322,920,760
8323,914,754
8324,914,754
8325,922,762
8326,923,763
8327,923,763
8328,923,763
8329,923,763
8330,923,763
8331,159,119
8332,159,119
8333,159,119
8334,924,764
8335,924,764
8336,924,764
8337,924,764
8338,924,764
8339,926,765
8340,926,765
8341,926,765
8342,927,766
8343,926,765
8344,927,766
8345,926,765
8346,927,766
8347,926,765
8348,927,766
8349,926,765
8350,927,766
8351,927,766
8352,928,767
8353,928,767
8354,928,767
8355,928,767
8356,928,767
8357,928,767
8358,928,767
8359,928,767
8360,928,767
8361,928,767
8362,929,768
8363,929,768
8364,929,768
8365,929,768
8366,929,768
8367,929,768
8368,929,768
8369,929,768
8370,930,769
8371,931,770
8372,931,770
8373,931,770
8374,932,771
8375,932,771
8376,931,770
8377,930,769
8378,932,771
8379,932,771
8380,930,769
8381,930,769
8382,931,770
8383,932,771
8384,932,771
8385,933,772
8386,934,773
8387,935,774
8388,935,774
8389,934,773
8390,935,774
8391,933,772
8392,933,772
8393,933,772
8394,934,773
8395,935,774
8396,933,772
8397,933,772
8398,930,769
8399,935,774
8400,935,774
8401,934,773
8402,935,774
8403,934,773
8404,935,774
8405,935,774
8406,935,774
8407,936,775
8408,936,775
8409,937,776
8410,937,776
8411,938,777
8412,939,777;778
8413,940,778
8414,941,779
8415,940,778
8416,941,779
8417,941,779
8418,938,777
8419,941,779
8420,937,776
8421,937,776
8422,938,777
8423,943,780
8424,943,780
8425,940,778
8426,938,777
8427,941,779
8428,938,777
8429,943,780
8430,937,776
8431,939,777;778
8432,944,781
8433,944,781
8434,946,782
8435,947,783
8436,946,782
8437,946,782
8438,947,783
8439,946,782
8440,947,783
8441,943,780
8442,945,781;782
8443,946,782
8444,946,782
8445,946,782
8446,943,780
8447,945,781;782
8448,947,783
8449,945,781;782
8450,944,781
8451,947,783
8452,948,784
8453,949,785
8454,948,784
8455,950,786
8456,949,785
8457,948,784
8458,948,784
8459,949,785
8460,949,785
8461,947,783
8462,948,784
8463,949,785
8464,949,785
8465,950,786
8466,947,783
8467,950,786
8468,950,786
8469,950,786
8470,950,786
8471,951,787
8472,953,788
8473,954,789
8474,951,787
8475,953,788
8476,955,790
8477,951,787
8478,953,788
8479,953,788
8480,954,789
8481,951,787
8482,951,787
8483,956,791
8484,953,788
8485,951,787
8486,955,790
8487,952,787;790
8488,958,792
8489,955,790
8490,955,790
8491,956,791
8492,956,791
8493,959,793
8494,959,793
8495,956,791
8496,959,793
8497,956,791
8498,959,793
8499,959,793
8500,958,792
8501,960,794
8502,960,794
8503,960,794
8504,960,794
8505,954,789
8506,961,795
8507,962,796
8508,962,796
8509,950,786
8510,963,797
8511,936,775
8512,950,786
8513,963,797
8514,936,775
8515,936,775
8516,936,775
8517,950,786
8518,950,786
8519,963,797
8520,950,786
8521,950,786
8522,963,797
8523,950,786
8524,963,797
8525,964,798
8526,950,786
8527,964,798
8528,964,798
8529,964,798
8530,964,798
8531,964,798
8532,964,798
8533,964,798
8534,964,798
8535,954,789
8536,954,789
8537,954,789
8538,954,789
8539,954,789
8540,954,789
8541,958,792
8542,958,792
8543,958,792
8544,958,792
8545,958,792
8546,956,791
8547,956,791
8548,956,791
8549,956,791
8550,956,791
8551,956,791
8552,965,799
8553,965,799
8554,965,799
8555,965,799
8556,965,799
8557,966,800
8558,966,800
8559,966,800
8560,966,800
8561,966,800
8562,960,794
8563,960,794
8564,960,794
8565,960,794
8566,960,794
8567,961,795
8568,961,795
8569,961,795
8570,961,795
8571,961,795
8572,961,795
8573,961,795
8574,961,795
8575,961,795
8576,961,795
8577,961,795
8578,961,795
8579,961,795
8580,961,795
8581,961,795
8582,961,795
8583,961,795
8584,961,795
8585,962,796
8586,962,796
8587,962,796
8588,962,796
8589,962,796
8590,967,801
8591,967,801
8592,967,801
8593,165,124
8594,968,802
8595,967,801
8596,968,802
8597,967,801
8598,165,124
8599,165,124
8600,165,124
8601,969,803
8602,929,768
8603,969,803
8604,968,802
8605,969,803
8606,929,768
8607,968,802
8608,968,802
8609,968,802
8610,969,803
8611,929,768
8612,929,768
8613,169,128
8614,922,762
8615,922,762
8616,922,762
8617,922,762
8618,922,762
8619,169,128
8620,970,804
8621,970,804
8622,970,804
8623,970,804
8624,971,804;811
8625,972,805
8626,972,805
8627,972,805
8628,972,805
8629,973,806
8630,973,806
8631,972,805
8632,973,806
8633,973,806
8634,973,806
8635,973,806
8636,972,805
8637,973,806
8638,972,805
8639,975,807
8640,975,807
8641,975,807
8642,975,807
8643,975,807
8644,976,808
8645,976,808
8646,976,808
8647,976,808
8648,976,808
8649,977,809
8650,977,809
8651,977,809
8652,977,809
8653,978,809;810
8654,978,809;810
8655,979,810
8656,979,810
8657,979,810
8658,979,810
8659,979,810
8660,978,809;810
8661,980,811
8662,980,811
8663,974,806;811
8664,980,811
8665,981,812
8666,981,812
8667,981,812
