skill_id,canonical_skill_key,original_tag_ids,tag_count,is_untagged,source_interaction_count,retained_interaction_count
765,627,[627],1,False,9788,9788
766,628,[628],1,False,14653,14653
767,629,[629],1,False,7855,7855
768,630,[630],1,False,12862,12862
769,631,[631],1,False,3096,3096
770,632,[632],1,False,13081,13081
771,633,[633],1,False,15973,15973
772,634,[634],1,False,6258,6258
773,635,[635],1,False,10168,10168
774,636,[636],1,False,539,539
775,637,[637],1,False,11367,11367
776,638,[638],1,False,15739,15739
777,639,[639],1,False,11158,11158
778,640,[640],1,False,10849,10849
779,641,[641],1,False,13191,13191
780,642,[642],1,False,9135,9135
781,643,[643],1,False,6511,6511
782,644,[644],1,False,4784,4784
783,645,[645],1,False,5465,5465
784,646,[646],1,False,5960,5960
785,647,[647],1,False,5697,5697
786,648,[648],1,False,4318,4318
787,649,[649],1,False,2052,2052
788,650,[650],1,False,23050,23050
789,651,[651],1,False,16164,16164
790,651;733,"[651,733]",2,False,3767,3767
791,651;734,"[651,734]",2,False,1610,1610
792,652,[652],1,False,16289,16289
793,652;732,"[652,732]",2,False,6012,6012
794,652;734,"[652,734]",2,False,1667,1667
795,653,[653],1,False,15326,15326
796,654,[654],1,False,20176,20176
797,655,[655],1,False,13467,13467
798,656,[656],1,False,8699,8699
799,657,[657],1,False,7983,7983
800,657;734,"[657,734]",2,False,696,696
801,658,[658],1,False,6738,6738
802,658;733,"[658,733]",2,False,4082,4082
803,659,[659],1,False,4300,4300
804,659;732,"[659,732]",2,False,9476,9476
805,659;734,"[659,734]",2,False,2080,2080
806,660,[660],1,False,16076,16076
807,661,[661],1,False,23396,23396
808,662,[662],1,False,19972,19972
809,663,[663],1,False,17588,17588
810,663;669,"[663,669]",2,False,1140,1140
811,664,[664],1,False,13412,13412
812,664;1018,"[664,1018]",2,False,7026,7026
813,665,[665],1,False,8603,8603
814,666,[666],1,False,10743,10743
815,667,[667],1,False,13137,13137
816,668,[668],1,False,10959,10959
817,669,[669],1,False,13531,13531
818,670,[670],1,False,13760,13760
819,671,[671],1,False,11815,11815
820,672,[672],1,False,10598,10598
821,673,[673],1,False,4787,4787
822,673;928,"[673,928]",2,False,2365,2365
823,674,[674],1,False,18249,18249
824,675,[675],1,False,10374,10374
825,676,[676],1,False,2825,2825
826,676;1181,"[676,1181]",2,False,2951,2951
827,677,[677],1,False,6741,6741
828,678,[678],1,False,8482,8482
829,679,[679],1,False,7779,7779
830,680,[680],1,False,6259,6259
831,680;1056,"[680,1056]",2,False,7221,7221
832,681,[681],1,False,10120,10120
833,682,[682],1,False,7715,7715
834,683,[683],1,False,3800,3800
835,684,[684],1,False,16197,16197
836,685,[685],1,False,5671,5671
837,686,[686],1,False,7487,7487
838,687,[687],1,False,12791,12791
839,688,[688],1,False,3844,3844
840,689,[689],1,False,4313,4313
841,690,[690],1,False,4875,4875
842,690;1056,"[690,1056]",2,False,3297,3297
843,691,[691],1,False,6510,6510
844,692,[692],1,False,7030,7030
845,693,[693],1,False,4524,4524
846,694,[694],1,False,9072,9072
847,695,[695],1,False,8982,8982
848,696,[696],1,False,18542,18542
849,697,[697],1,False,9928,9928
850,698,[698],1,False,11209,11209
851,699,[699],1,False,9782,9782
852,700,[700],1,False,9840,9840
853,700;980,"[700,980]",2,False,3003,3003
854,701,[701],1,False,25894,25894
855,702,[702],1,False,16277,16277
856,703,[703],1,False,10918,10918
857,704,[704],1,False,11698,11698
858,705,[705],1,False,11869,11869
859,706,[706],1,False,10935,10935
860,706;709,"[706,709]",2,False,2238,2238
861,707,[707],1,False,7544,7544
862,707;709,"[707,709]",2,False,2259,2259
863,707;985,"[707,985]",2,False,2369,2369
864,708,[708],1,False,8441,8441
865,708;985,"[708,985]",2,False,7959,7959
866,709,[709],1,False,11600,11600
867,709;983,"[709,983]",2,False,3498,3498
868,710,[710],1,False,13998,13998
869,711,[711],1,False,14704,14704
870,712,[712],1,False,17796,17796
871,713,[713],1,False,2615,2615
872,713;714,"[713,714]",2,False,624,624
873,714,[714],1,False,2005,2005
874,715,[715],1,False,3994,3994
875,715;1308,"[715,1308]",2,False,768,768
876,716,[716],1,False,1516,1516
877,717,[717],1,False,18107,18107
878,718,[718],1,False,9553,9553
879,719,[719],1,False,13845,13845
880,720,[720],1,False,13302,13302
881,721,[721],1,False,10932,10932
882,722,[722],1,False,13066,13066
883,723,[723],1,False,15943,15943
884,724,[724],1,False,14174,14174
885,725,[725],1,False,20707,20707
886,726,[726],1,False,10087,10087
887,727,[727],1,False,11114,11114
888,728,[728],1,False,11922,11922
889,729,[729],1,False,11170,11170
890,730,[730],1,False,17387,17387
891,731,[731],1,False,12256,12256
892,732,[732],1,False,1987,1987
893,734,[734],1,False,6477,6477
894,734;1201,"[734,1201]",2,False,1511,1511
895,735,[735],1,False,12295,12295
896,736,[736],1,False,10261,10261
897,737,[737],1,False,14443,14443
898,738,[738],1,False,17695,17695
899,739,[739],1,False,14808,14808
900,740,[740],1,False,7643,7643
901,741,[741],1,False,6645,6645
902,742,[742],1,False,10024,10024
903,743,[743],1,False,7547,7547
904,744,[744],1,False,10435,10435
905,745,[745],1,False,12829,12829
906,746,[746],1,False,11286,11286
907,747,[747],1,False,7671,7671
908,748,[748],1,False,5347,5347
909,749,[749],1,False,5333,5333
910,750,[750],1,False,2462,2462
911,751,[751],1,False,3455,3455
912,752,[752],1,False,2014,2014
913,753,[753],1,False,3126,3126
914,754,[754],1,False,2880,2880
915,755,[755],1,False,7509,7509
916,756,[756],1,False,4673,4673
917,757,[757],1,False,8872,8872
918,758,[758],1,False,5796,5796
919,759,[759],1,False,3635,3635
920,760,[760],1,False,3201,3201
921,761,[761],1,False,5065,5065
922,762,[762],1,False,2542,2542
923,763,[763],1,False,12937,12937
924,764,[764],1,False,3333,3333
925,764;766,"[764,766]",2,False,307,307
926,765,[765],1,False,4080,4080
927,766,[766],1,False,2854,2854
928,767,[767],1,False,2679,2679
929,768,[768],1,False,3686,3686
930,769,[769],1,False,5699,5699
931,770,[770],1,False,7550,7550
932,771,[771],1,False,6665,6665
933,772,[772],1,False,8133,8133
934,773,[773],1,False,3283,3283
935,774,[774],1,False,8037,8037
936,775,[775],1,False,3350,3350
937,776,[776],1,False,5508,5508
938,777,[777],1,False,6991,6991
939,777;778,"[777,778]",2,False,3415,3415
940,778,[778],1,False,7480,7480
941,779,[779],1,False,7369,7369
942,779;780,"[779,780]",2,False,1674,1674
943,780,[780],1,False,4671,4671
944,781,[781],1,False,2672,2672
945,781;782,"[781,782]",2,False,1212,1212
946,782,[782],1,False,5341,5341
947,783,[783],1,False,5437,5437
948,784,[784],1,False,2427,2427
949,785,[785],1,False,2981,2981
950,786,[786],1,False,4152,4152
951,787,[787],1,False,3518,3518
952,787;790,"[787,790]",2,False,316,316
953,788,[788],1,False,5271,5271
954,789,[789],1,False,7879,7879
955,790,[790],1,False,4836,4836
956,791,[791],1,False,3533,3533
957,791;792,"[791,792]",2,False,222,222
958,792,[792],1,False,4603,4603
959,793,[793],1,False,2471,2471
960,794,[794],1,False,3538,3538
961,795,[795],1,False,3311,3311
962,796,[796],1,False,2569,2569
963,797,[797],1,False,2419,2419
964,798,[798],1,False,2798,2798
965,799,[799],1,False,4202,4202
966,800,[800],1,False,2344,2344
967,801,[801],1,False,3234,3234
968,802,[802],1,False,5659,5659
969,803,[803],1,False,2040,2040
970,804,[804],1,False,2886,2886
971,804;811,"[804,811]",2,False,859,859
972,805,[805],1,False,2662,2662
973,806,[806],1,False,4047,4047
974,806;811,"[806,811]",2,False,392,392
975,807,[807],1,False,2583,2583
976,808,[808],1,False,1624,1624
977,809,[809],1,False,2313,2313
978,809;810,"[809,810]",2,False,1106,1106
979,810,[810],1,False,1078,1078
980,811,[811],1,False,805,805
981,812,[812],1,False,2469,2469
982,813,[813],1,False,6166,6166
983,813;884,"[813,884]",2,False,328,328
984,814,[814],1,False,6200,6200
985,815,[815],1,False,7638,7638
986,816,[816],1,False,7161,7161
987,817,[817],1,False,6543,6543
988,818,[818],1,False,3795,3795
989,819,[819],1,False,2854,2854
990,820,[820],1,False,5171,5171
991,821,[821],1,False,4798,4798
992,822,[822],1,False,3574,3574
993,823,[823],1,False,4522,4522
994,824,[824],1,False,6592,6592
995,825,[825],1,False,5246,5246
996,826,[826],1,False,4015,4015
997,827,[827],1,False,3375,3375
998,828,[828],1,False,3403,3403
999,829,[829],1,False,3171,3171
1000,830,[830],1,False,4012,4012
1001,831,[831],1,False,1720,1720
1002,832,[832],1,False,4482,4482
1003,832;837,"[832,837]",2,False,237,237
1004,833,[833],1,False,4459,4459
1005,833;848,"[833,848]",2,False,178,178
1006,834,[834],1,False,5353,5353
1007,835,[835],1,False,4238,4238
1008,836,[836],1,False,3569,3569
1009,837,[837],1,False,3834,3834
1010,838,[838],1,False,11546,11546
1011,839,[839],1,False,5227,5227
1012,840,[840],1,False,8129,8129
1013,841,[841],1,False,4077,4077
1014,842,[842],1,False,5717,5717
1015,843,[843],1,False,4410,4410
1016,844,[844],1,False,6854,6854
1017,845,[845],1,False,4017,4017
1018,846,[846],1,False,3508,3508
1019,847,[847],1,False,3735,3735
1020,848,[848],1,False,3903,3903
1021,849,[849],1,False,3750,3750
1022,850,[850],1,False,3490,3490
1023,851,[851],1,False,6876,6876
1024,852,[852],1,False,2630,2630
1025,853,[853],1,False,2934,2934
1026,854,[854],1,False,8178,8178
1027,854;855,"[854,855]",2,False,4144,4144
1028,855,[855],1,False,3440,3440
1029,856,[856],1,False,9147,9147
1030,856;863,"[856,863]",2,False,1500,1500
1031,857,[857],1,False,7357,7357
1032,858,[858],1,False,9168,9168
1033,859,[859],1,False,8255,8255
1034,860,[860],1,False,12044,12044
1035,861,[861],1,False,7797,7797
1036,862,[862],1,False,6654,6654
1037,863,[863],1,False,7586,7586
1038,864,[864],1,False,5618,5618
1039,865,[865],1,False,6869,6869
1040,865;1147,"[865,1147]",2,False,994,994
1041,866,[866],1,False,6727,6727
1042,867,[867],1,False,6200,6200
1043,868,[868],1,False,9149,9149
1044,869,[869],1,False,6238,6238
1045,870,[870],1,False,11563,11563
1046,871,[871],1,False,12331,12331
1047,872,[872],1,False,7366,7366
1048,873,[873],1,False,9587,9587
1049,874,[874],1,False,9206,9206
1050,875,[875],1,False,10434,10434
1051,876,[876],1,False,8901,8901
1052,877,[877],1,False,7197,7197
1053,878,[878],1,False,9021,9021
1054,879,[879],1,False,9103,9103
1055,879;1156,"[879,1156]",2,False,648,648
1056,879;1164,"[879,1164]",2,False,249,249
1057,880,[880],1,False,15786,15786
1058,881,[881],1,False,11598,11598
1059,882,[882],1,False,1776,1776
1060,883,[883],1,False,3880,3880
1061,884,[884],1,False,3419,3419
1062,885,[885],1,False,8575,8575
1063,886,[886],1,False,11732,11732
1064,887,[887],1,False,9411,9411
1065,888,[888],1,False,17966,17966
1066,889,[889],1,False,7630,7630
1067,890,[890],1,False,20947,20947
1068,891,[891],1,False,8750,8750
1069,892,[892],1,False,13730,13730
1070,893,[893],1,False,1653,1653
1071,894,[894],1,False,1266,1266
1072,895,[895],1,False,1852,1852
1073,896,[896],1,False,1994,1994
1074,897,[897],1,False,15312,15312
1075,898,[898],1,False,24973,24973
1076,899,[899],1,False,22162,22162
1077,900,[900],1,False,19072,19072
1078,901,[901],1,False,4775,4775
1079,902,[902],1,False,5388,5388
1080,903,[903],1,False,16171,16171
1081,904,[904],1,False,4108,4108
1082,905,[905],1,False,2984,2984
1083,906,[906],1,False,5370,5370
1084,907,[907],1,False,2549,2549
1085,908,[908],1,False,5721,5721
1086,909,[909],1,False,7717,7717
1087,910,[910],1,False,10157,10157
1088,911,[911],1,False,10351,10351
1089,912,[912],1,False,10267,10267
1090,913,[913],1,False,6515,6515
1091,914,[914],1,False,21727,21727
1092,915,[915],1,False,6241,6241
1093,916,[916],1,False,5552,5552
1094,917,[917],1,False,5173,5173
1095,918,[918],1,False,7938,7938
1096,918;988,"[918,988]",2,False,1949,1949
1097,919,[919],1,False,8035,8035
1098,920,[920],1,False,8069,8069
1099,921,[921],1,False,9986,9986
1100,922,[922],1,False,9672,9672
1101,923,[923],1,False,8661,8661
1102,924,[924],1,False,1982,1982
1103,925,[925],1,False,2204,2204
1104,926,[926],1,False,2501,2501
1105,927,[927],1,False,9027,9027
1106,928,[928],1,False,6994,6994
1107,929,[929],1,False,7165,7165
1108,930,[930],1,False,7946,7946
1109,931,[931],1,False,10301,10301
1110,932,[932],1,False,6465,6465
1111,933,[933],1,False,7809,7809
1112,934,[934],1,False,4471,4471
1113,935,[935],1,False,5479,5479
1114,936,[936],1,False,13297,13297
1115,937,[937],1,False,1432,1432
1116,938,[938],1,False,1812,1812
1117,939,[939],1,False,1366,1366
1118,940,[940],1,False,1441,1441
1119,941,[941],1,False,910,910
1120,942,[942],1,False,1275,1275
1121,943,[943],1,False,1057,1057
1122,944,[944],1,False,4204,4204
1123,945,[945],1,False,3460,3460
1124,946,[946],1,False,2556,2556
1125,947,[947],1,False,3648,3648
1126,948,[948],1,False,3056,3056
1127,949,[949],1,False,2566,2566
1128,950,[950],1,False,4235,4235
1129,951,[951],1,False,8018,8018
1130,952,[952],1,False,6809,6809
1131,953,[953],1,False,6556,6556
1132,954,[954],1,False,5763,5763
1133,955,[955],1,False,11891,11891
1134,956,[956],1,False,11878,11878
1135,957,[957],1,False,3479,3479
1136,958,[958],1,False,3478,3478
1137,959,[959],1,False,5781,5781
1138,960,[960],1,False,14136,14136
1139,961,[961],1,False,4523,4523
1140,962,[962],1,False,4714,4714
1141,963,[963],1,False,4951,4951
1142,964,[964],1,False,4532,4532
1143,965,[965],1,False,3795,3795
1144,966,[966],1,False,6784,6784
1145,967,[967],1,False,8258,8258
1146,968,[968],1,False,17565,17565
1147,969,[969],1,False,8988,8988
1148,970,[970],1,False,10230,10230
1149,971,[971],1,False,11653,11653
1150,972,[972],1,False,20185,20185
1151,973,[973],1,False,13062,13062
1152,974,[974],1,False,15959,15959
1153,975,[975],1,False,11430,11430
1154,976,[976],1,False,18706,18706
1155,977,[977],1,False,9916,9916
1156,978,[978],1,False,19818,19818
1157,979,[979],1,False,12153,12153
1158,980,[980],1,False,5672,5672
1159,981,[981],1,False,14237,14237
1160,982,[982],1,False,8394,8394
1161,983,[983],1,False,9565,9565
1162,984,[984],1,False,8739,8739
1163,984;985,"[984,985]",2,False,2432,2432
1164,985,[985],1,False,3716,3716
1165,986,[986],1,False,4852,4852
1166,986;1074,"[986,1074]",2,False,2357,2357
1167,987,[987],1,False,4430,4430
1168,987;1074,"[987,1074]",2,False,1368,1368
1169,988,[988],1,False,3521,3521
1170,989,[989],1,False,12125,12125
1171,990,[990],1,False,6143,6143
1172,991,[991],1,False,3122,3122
1173,992,[992],1,False,2079,2079
1174,993,[993],1,False,2104,2104
1175,994,[994],1,False,8468,8468
1176,994;1059,"[994,1059]",2,False,2781,2781
1177,995,[995],1,False,6578,6578
1178,996,[996],1,False,17133,17133
1179,997,[997],1,False,9604,9604
1180,998,[998],1,False,5883,5883
1181,999,[999],1,False,14924,14924
1182,1000,[1000],1,False,15024,15024
1183,1001,[1001],1,False,15215,15215
1184,1002,[1002],1,False,9838,9838
1185,1003,[1003],1,False,10429,10429
1186,1004,[1004],1,False,16355,16355
1187,1005,[1005],1,False,22429,22429
1188,1006,[1006],1,False,9429,9429
1189,1006;1007,"[1006,1007]",2,False,6109,6109
1190,1007,[1007],1,False,14233,14233
1191,1008,[1008],1,False,13245,13245
1192,1009,[1009],1,False,12684,12684
1193,1010,[1010],1,False,6571,6571
1194,1011,[1011],1,False,3817,3817
1195,1012,[1012],1,False,14431,14431
1196,1013,[1013],1,False,3929,3929
1197,1014,[1014],1,False,4590,4590
1198,1015,[1015],1,False,4756,4756
1199,1016,[1016],1,False,5757,5757
1200,1017,[1017],1,False,3863,3863
1201,1018,[1018],1,False,8290,8290
1202,1019,[1019],1,False,6194,6194
1203,1020,[1020],1,False,3703,3703
1204,1021,[1021],1,False,5682,5682
1205,1022,[1022],1,False,3130,3130
1206,1022;1023,"[1022,1023]",2,False,592,592
1207,1023,[1023],1,False,6525,6525
1208,1024,[1024],1,False,4285,4285
1209,1025,[1025],1,False,7438,7438
1210,1026,[1026],1,False,6273,6273
1211,1027,[1027],1,False,4998,4998
1212,1028,[1028],1,False,4366,4366
1213,1029,[1029],1,False,3742,3742
1214,1030,[1030],1,False,4019,4019
1215,1031,[1031],1,False,3543,3543
1216,1032,[1032],1,False,5651,5651
1217,1033,[1033],1,False,6389,6389
1218,1034,[1034],1,False,6518,6518
1219,1035,[1035],1,False,5228,5228
1220,1036,[1036],1,False,5033,5033
1221,1037,[1037],1,False,7565,7565
1222,1038,[1038],1,False,4628,4628
1223,1039,[1039],1,False,9874,9874
1224,1040,[1040],1,False,6045,6045
1225,1041,[1041],1,False,7983,7983
1226,1041;1043,"[1041,1043]",2,False,510,510
1227,1042,[1042],1,False,2082,2082
1228,1043,[1043],1,False,320,320
1229,1043;1180,"[1043,1180]",2,False,3023,3023
1230,1044,[1044],1,False,7917,7917
1231,1045,[1045],1,False,6368,6368
1232,1046,[1046],1,False,15123,15123
1233,1047,[1047],1,False,16375,16375
1234,1048,[1048],1,False,4064,4064
1235,1048;1277,"[1048,1277]",2,False,2171,2171
1236,1049,[1049],1,False,15054,15054
1237,1050,[1050],1,False,13038,13038
1238,1051,[1051],1,False,17326,17326
1239,1052,[1052],1,False,13890,13890
1240,1053,[1053],1,False,11064,11064
1241,1054,[1054],1,False,4189,4189
1242,1055,[1055],1,False,2281,2281
1243,1056,[1056],1,False,2116,2116
1244,1057,[1057],1,False,7348,7348
1245,1058,[1058],1,False,3203,3203
1246,1059,[1059],1,False,8037,8037
1247,1060,[1060],1,False,2946,2946
1248,1061,[1061],1,False,723,723
1249,1062,[1062],1,False,6422,6422
1250,1063,[1063],1,False,4619,4619
1251,1064,[1064],1,False,6115,6115
1252,1065,[1065],1,False,4650,4650
1253,1066,[1066],1,False,3660,3660
1254,1067,[1067],1,False,3939,3939
1255,1068,[1068],1,False,6939,6939
1256,1069,[1069],1,False,5098,5098
1257,1070,[1070],1,False,9296,9296
1258,1071,[1071],1,False,3969,3969
1259,1072,[1072],1,False,10894,10894
1260,1073,[1073],1,False,3182,3182
1261,1074,[1074],1,False,3548,3548
1262,1074;1268,"[1074,1268]",2,False,3588,3588
1263,1075,[1075],1,False,6933,6933
1264,1076,[1076],1,False,5159,5159
1265,1077,[1077],1,False,10602,10602
1266,1078,[1078],1,False,12117,12117
1267,1079,[1079],1,False,1652,1652
1268,1080,[1080],1,False,9411,9411
1269,1081,[1081],1,False,4665,4665
1270,1082,[1082],1,False,3024,3024
1271,1083,[1083],1,False,3693,3693
1272,1084,[1084],1,False,4778,4778
1273,1085,[1085],1,False,3876,3876
1274,1086,[1086],1,False,2253,2253
1275,1087,[1087],1,False,1746,1746
1276,1088,[1088],1,False,2160,2160
1277,1089,[1089],1,False,3680,3680
1278,1090,[1090],1,False,3164,3164
1279,1091,[1091],1,False,2381,2381
1280,1092,[1092],1,False,1689,1689
1281,1093,[1093],1,False,1945,1945
1282,1094,[1094],1,False,1149,1149
1283,1095,[1095],1,False,1610,1610
1284,1096,[1096],1,False,779,779
1285,1097,[1097],1,False,689,689
1286,1098,[1098],1,False,607,607
1287,1099,[1099],1,False,820,820
1288,1100,[1100],1,False,476,476
1289,1101,[1101],1,False,592,592
1290,1102,[1102],1,False,1139,1139
1291,1103,[1103],1,False,1775,1775
1292,1104,[1104],1,False,613,613
1293,1105,[1105],1,False,1863,1863
1294,1106,[1106],1,False,858,858
1295,1107,[1107],1,False,3499,3499
1296,1107;1116,"[1107,1116]",2,False,251,251
1297,1108,[1108],1,False,2683,2683
1298,1109,[1109],1,False,2919,2919
1299,1110,[1110],1,False,2700,2700
1300,1111,[1111],1,False,2412,2412
1301,1112,[1112],1,False,2731,2731
1302,1113,[1113],1,False,2160,2160
1303,1114,[1114],1,False,1417,1417
1304,1115,[1115],1,False,661,661
1305,1116,[1116],1,False,649,649
1306,1117,[1117],1,False,764,764
1307,1118,[1118],1,False,729,729
1308,1119,[1119],1,False,667,667
1309,1120,[1120],1,False,587,587
1310,1121,[1121],1,False,2018,2018
1311,1122,[1122],1,False,2204,2204
1312,1123,[1123],1,False,1483,1483
1313,1124,[1124],1,False,1309,1309
1314,1125,[1125],1,False,1845,1845
1315,1126,[1126],1,False,3159,3159
1316,1127,[1127],1,False,2276,2276
1317,1128,[1128],1,False,2130,2130
1318,1129,[1129],1,False,2187,2187
1319,1130,[1130],1,False,1853,1853
1320,1131,[1131],1,False,2112,2112
1321,1132,[1132],1,False,1921,1921
1322,1133,[1133],1,False,1358,1358
1323,1134,[1134],1,False,1378,1378
1324,1135,[1135],1,False,14436,14436
1325,1135;1239,"[1135,1239]",2,False,4985,4985
1326,1136,[1136],1,False,18903,18903
1327,1137,[1137],1,False,10265,10265
1328,1138,[1138],1,False,12055,12055
1329,1139,[1139],1,False,11681,11681
1330,1140,[1140],1,False,9028,9028
1331,1141,[1141],1,False,6709,6709
1332,1142,[1142],1,False,12589,12589
1333,1143,[1143],1,False,8321,8321
1334,1144,[1144],1,False,9459,9459
1335,1145,[1145],1,False,12777,12777
1336,1146,[1146],1,False,13025,13025
1337,1147,[1147],1,False,8250,8250
1338,1148,[1148],1,False,2376,2376
1339,1149,[1149],1,False,3461,3461
1340,1150,[1150],1,False,9182,9182
1341,1151,[1151],1,False,8275,8275
1342,1152,[1152],1,False,7735,7735
1343,1153,[1153],1,False,7869,7869
1344,1154,[1154],1,False,4098,4098
1345,1155,[1155],1,False,2989,2989
1346,1156,[1156],1,False,7250,7250
1347,1157,[1157],1,False,3041,3041
1348,1158,[1158],1,False,3148,3148
1349,1159,[1159],1,False,3786,3786
1350,1160,[1160],1,False,3747,3747
1351,1161,[1161],1,False,3195,3195
1352,1162,[1162],1,False,2962,2962
1353,1163,[1163],1,False,3782,3782
1354,1164,[1164],1,False,3635,3635
1355,1164;1322,"[1164,1322]",2,False,60,60
1356,1165,[1165],1,False,1735,1735
1357,1166,[1166],1,False,2515,2515
1358,1167,[1167],1,False,2641,2641
1359,1168,[1168],1,False,1791,1791
1360,1169,[1169],1,False,2502,2502
1361,1170,[1170],1,False,4297,4297
1362,1171,[1171],1,False,4516,4516
1363,1172,[1172],1,False,6816,6816
1364,1173,[1173],1,False,5636,5636
1365,1174,[1174],1,False,3799,3799
1366,1175,[1175],1,False,4264,4264
1367,1176,[1176],1,False,3145,3145
1368,1177,[1177],1,False,3577,3577
1369,1178,[1178],1,False,4804,4804
1370,1179,[1179],1,False,4716,4716
1371,1180,[1180],1,False,4291,4291
1372,1181,[1181],1,False,7352,7352
1373,1182,[1182],1,False,5277,5277
1374,1183,[1183],1,False,7279,7279
1375,1184,[1184],1,False,4008,4008
1376,1185,[1185],1,False,2926,2926
1377,1186,[1186],1,False,5215,5215
1378,1187,[1187],1,False,3333,3333
1379,1188,[1188],1,False,3968,3968
1380,1189,[1189],1,False,3901,3901
1381,1190,[1190],1,False,2382,2382
1382,1191,[1191],1,False,5050,5050
1383,1192,[1192],1,False,6713,6713
1384,1193,[1193],1,False,7396,7396
1385,1194,[1194],1,False,6369,6369
1386,1195,[1195],1,False,13316,13316
1387,1196,[1196],1,False,6473,6473
1388,1197,[1197],1,False,5373,5373
1389,1198,[1198],1,False,4658,4658
1390,1199,[1199],1,False,7361,7361
1391,1200,[1200],1,False,8401,8401
1392,1201,[1201],1,False,4577,4577
1393,1202,[1202],1,False,8124,8124
1394,1203,[1203],1,False,7915,7915
1395,1204,[1204],1,False,8303,8303
1396,1205,[1205],1,False,9798,9798
1397,1206,[1206],1,False,13742,13742
1398,1207,[1207],1,False,6395,6395
1399,1208,[1208],1,False,13942,13942
1400,1209,[1209],1,False,2580,2580
1401,1209;1275,"[1209,1275]",2,False,2134,2134
1402,1209;1283,"[1209,1283]",2,False,510,510
1403,1210,[1210],1,False,1840,1840
1404,1211,[1211],1,False,1150,1150
1405,1212,[1212],1,False,809,809
1406,1213,[1213],1,False,2683,2683
1407,1214,[1214],1,False,2141,2141
1408,1215,[1215],1,False,1163,1163
1409,1216,[1216],1,False,772,772
1410,1217,[1217],1,False,2537,2537
1411,1218,[1218],1,False,2042,2042
1412,1219,[1219],1,False,1035,1035
1413,1220,[1220],1,False,1918,1918
1414,1221,[1221],1,False,1287,1287
1415,1222,[1222],1,False,858,858
1416,1223,[1223],1,False,539,539
1417,1224,[1224],1,False,707,707
1418,1225,[1225],1,False,773,773
1419,1226,[1226],1,False,737,737
1420,1227,[1227],1,False,495,495
1421,1228,[1228],1,False,582,582
1422,1229,[1229],1,False,812,812
1423,1230,[1230],1,False,1061,1061
1424,1231,[1231],1,False,976,976
1425,1232,[1232],1,False,698,698
1426,1233,[1233],1,False,632,632
1427,1234,[1234],1,False,1405,1405
1428,1235,[1235],1,False,903,903
1429,1236,[1236],1,False,1265,1265
1430,1237,[1237],1,False,1053,1053
1431,1238,[1238],1,False,10030,10030
1432,1239,[1239],1,False,9249,9249
1433,1240,[1240],1,False,12136,12136
1434,1241,[1241],1,False,13694,13694
1435,1242,[1242],1,False,919,919
1436,1243,[1243],1,False,686,686
1437,1244,[1244],1,False,380,380
1438,1245,[1245],1,False,327,327
1439,1246,[1246],1,False,421,421
1440,1247,[1247],1,False,515,515
1441,1248,[1248],1,False,4175,4175
1442,1249,[1249],1,False,4509,4509
1443,1250,[1250],1,False,4969,4969
1444,1251,[1251],1,False,2450,2450
1445,1252,[1252],1,False,2591,2591
1446,1253,[1253],1,False,1787,1787
1447,1254,[1254],1,False,2406,2406
1448,1255,[1255],1,False,803,803
1449,1256,[1256],1,False,1360,1360
1450,1257,[1257],1,False,1186,1186
1451,1258,[1258],1,False,1017,1017
1452,1259,[1259],1,False,1307,1307
1453,1260,[1260],1,False,788,788
1454,1261,[1261],1,False,5963,5963
1455,1262,[1262],1,False,7771,7771
1456,1263,[1263],1,False,9039,9039
1457,1264,[1264],1,False,9177,9177
1458,1265,[1265],1,False,5492,5492
1459,1266,[1266],1,False,7289,7289
1460,1267,[1267],1,False,5248,5248
1461,1268,[1268],1,False,4438,4438
1462,1269,[1269],1,False,4281,4281
1463,1270,[1270],1,False,4576,4576
1464,1271,[1271],1,False,640,640
1465,1272,[1272],1,False,7171,7171
1466,1273,[1273],1,False,5245,5245
1467,1274,[1274],1,False,1571,1571
1468,1275,[1275],1,False,3343,3343
1469,1276,[1276],1,False,4842,4842
1470,1277,[1277],1,False,3305,3305
1471,1278,[1278],1,False,1287,1287
1472,1279,[1279],1,False,6872,6872
1473,1280,[1280],1,False,1862,1862
1474,1280;1281,"[1280,1281]",2,False,784,784
1475,1281,[1281],1,False,2707,2707
1476,1282,[1282],1,False,4645,4645
1477,1282;1292,"[1282,1292]",2,False,342,342
1478,1283,[1283],1,False,3253,3253
1479,1284,[1284],1,False,708,708
1480,1285,[1285],1,False,548,548
1481,1286,[1286],1,False,788,788
1482,1287,[1287],1,False,447,447
1483,1288,[1288],1,False,477,477
1484,1289,[1289],1,False,630,630
1485,1290,[1290],1,False,832,832
1486,1291,[1291],1,False,503,503
1487,1292,[1292],1,False,2382,2382
1488,1293,[1293],1,False,3096,3096
1489,1294,[1294],1,False,1155,1155
1490,1295,[1295],1,False,1871,1871
1491,1296,[1296],1,False,1776,1776
1492,1297,[1297],1,False,2215,2215
1493,1298,[1298],1,False,1767,1767
1494,1299,[1299],1,False,1032,1032
1495,1300,[1300],1,False,1025,1025
1496,1301,[1301],1,False,918,918
1497,1302,[1302],1,False,1962,1962
1498,1303,[1303],1,False,807,807
1499,1304,[1304],1,False,1398,1398
1500,1305,[1305],1,False,2135,2135
1501,1306,[1306],1,False,1333,1333
1502,1307,[1307],1,False,1659,1659
