skill_id,canonical_skill_key,is_untagged,tag_count,original_tag_ids,question_count
493,34;42;179;181;183,False,5,"[34,42,179,181,183]",2
494,34;42;179;181;184,False,5,"[34,42,179,181,184]",1
495,34;42;179;181;185,False,5,"[34,42,179,181,185]",2
496,34;42;179;182;183,False,5,"[34,42,179,182,183]",3
497,34;42;179;183;185,False,5,"[34,42,179,183,185]",1
498,34;42;181;182,False,4,"[34,42,181,182]",5
499,34;42;181;183,False,4,"[34,42,181,183]",2
500,34;42;181;184,False,4,"[34,42,181,184]",6
501,34;42;181;185,False,4,"[34,42,181,185]",4
502,34;42;182;183,False,4,"[34,42,182,183]",12
503,34;42;182;184,False,4,"[34,42,182,184]",3
504,34;42;183;184,False,4,"[34,42,183,184]",10
505,34;42;183;185,False,4,"[34,42,183,185]",4
506,36;37;179;182;183,False,5,"[36,37,179,182,183]",1
507,36;37;179;183;185,False,5,"[36,37,179,183,185]",1
508,36;37;181;182,False,4,"[36,37,181,182]",7
509,36;37;181;183,False,4,"[36,37,181,183]",12
510,36;37;181;184,False,4,"[36,37,181,184]",13
511,36;37;181;185,False,4,"[36,37,181,185]",6
512,36;37;182;183,False,4,"[36,37,182,183]",12
513,36;37;182;184,False,4,"[36,37,182,184]",4
514,36;37;183;184,False,4,"[36,37,183,184]",23
515,36;37;183;185,False,4,"[36,37,183,185]",5
516,36;37;184;185,False,4,"[36,37,184,185]",1
517,37;38;181;182,False,4,"[37,38,181,182]",1
518,37;38;181;184,False,4,"[37,38,181,184]",1
519,37;38;182;183,False,4,"[37,38,182,183]",1
520,37;38;182;184,False,4,"[37,38,182,184]",1
521,38;39;179;181;182,False,5,"[38,39,179,181,182]",1
522,38;39;179;181;183,False,5,"[38,39,179,181,183]",2
523,38;39;179;181;184,False,5,"[38,39,179,181,184]",1
524,38;39;179;181;185,False,5,"[38,39,179,181,185]",2
525,38;39;179;182;184,False,5,"[38,39,179,182,184]",2
526,38;39;179;183;185,False,5,"[38,39,179,183,185]",1
527,38;39;181;182,False,4,"[38,39,181,182]",10
528,38;39;181;183,False,4,"[38,39,181,183]",7
529,38;39;181;184,False,4,"[38,39,181,184]",14
530,38;39;181;185,False,4,"[38,39,181,185]",6
531,38;39;182;183,False,4,"[38,39,182,183]",14
532,38;39;182;184,False,4,"[38,39,182,184]",4
533,38;39;183;184,False,4,"[38,39,183,184]",6
534,38;39;183;185,False,4,"[38,39,183,185]",8
535,38;39;184;185,False,4,"[38,39,184,185]",1
536,39;46;179;181;183,False,5,"[39,46,179,181,183]",1
537,44;45;179;181;183,False,5,"[44,45,179,181,183]",2
538,44;45;179;181;184,False,5,"[44,45,179,181,184]",2
539,44;45;179;181;185,False,5,"[44,45,179,181,185]",1
540,44;45;179;182;183,False,5,"[44,45,179,182,183]",1
541,44;45;179;183;185,False,5,"[44,45,179,183,185]",3
542,44;45;181;182,False,4,"[44,45,181,182]",8
543,44;45;181;183,False,4,"[44,45,181,183]",7
544,44;45;181;184,False,4,"[44,45,181,184]",16
545,44;45;181;185,False,4,"[44,45,181,185]",5
546,44;45;182;183,False,4,"[44,45,182,183]",7
547,44;45;182;184,False,4,"[44,45,182,184]",4
548,44;45;183;184,False,4,"[44,45,183,184]",19
549,44;45;183;185,False,4,"[44,45,183,185]",10
550,44;45;184;185,False,4,"[44,45,184,185]",3
551,44;49;179;181;183,False,5,"[44,49,179,181,183]",1
552,44;49;179;183;185,False,5,"[44,49,179,183,185]",1
553,44;49;181;185,False,4,"[44,49,181,185]",3
554,44;49;183;184,False,4,"[44,49,183,184]",2
555,44;49;183;185,False,4,"[44,49,183,185]",1
556,46;47;179;181;182,False,5,"[46,47,179,181,182]",1
557,46;47;179;181;183,False,5,"[46,47,179,181,183]",3
558,46;47;179;181;185,False,5,"[46,47,179,181,185]",1
559,46;47;179;182;183,False,5,"[46,47,179,182,183]",1
560,46;47;181;182,False,4,"[46,47,181,182]",8
561,46;47;181;183,False,4,"[46,47,181,183]",1
562,46;47;181;184,False,4,"[46,47,181,184]",4
563,46;47;182;183,False,4,"[46,47,182,183]",1
564,46;47;182;184,False,4,"[46,47,182,184]",3
565,46;47;183;184,False,4,"[46,47,183,184]",2
566,46;47;183;185,False,4,"[46,47,183,185]",4
567,46;47;184;185,False,4,"[46,47,184,185]",1
568,52;59;179;182,False,4,"[52,59,179,182]",1
569,52;59;179;183,False,4,"[52,59,179,183]",1
570,52;59;179;184,False,4,"[52,59,179,184]",1
571,52;59;179;185,False,4,"[52,59,179,185]",1
572,52;59;181,False,3,"[52,59,181]",19
573,52;59;182,False,3,"[52,59,182]",31
574,52;59;183,False,3,"[52,59,183]",19
575,52;59;184,False,3,"[52,59,184]",14
576,52;59;185,False,3,"[52,59,185]",6
577,52;60;179;182,False,4,"[52,60,179,182]",1
578,52;60;179;183,False,4,"[52,60,179,183]",3
579,52;60;179;184,False,4,"[52,60,179,184]",1
580,52;60;179;185,False,4,"[52,60,179,185]",1
581,52;60;181,False,3,"[52,60,181]",11
582,52;60;182,False,3,"[52,60,182]",11
583,52;60;183,False,3,"[52,60,183]",11
584,52;60;184,False,3,"[52,60,184]",5
585,52;60;185,False,3,"[52,60,185]",3
586,52;61;179;181,False,4,"[52,61,179,181]",1
587,52;61;179;183,False,4,"[52,61,179,183]",1
588,52;61;181,False,3,"[52,61,181]",1
589,52;61;182,False,3,"[52,61,182]",1
590,52;61;183,False,3,"[52,61,183]",1
591,52;62;179;182,False,4,"[52,62,179,182]",2
592,52;62;179;183,False,4,"[52,62,179,183]",1
593,52;62;179;184,False,4,"[52,62,179,184]",1
594,52;62;182,False,3,"[52,62,182]",1
595,52;63;179;181,False,4,"[52,63,179,181]",5
596,52;63;179;182,False,4,"[52,63,179,182]",5
597,52;63;179;183,False,4,"[52,63,179,183]",5
598,52;63;179;184,False,4,"[52,63,179,184]",2
599,52;63;179;185,False,4,"[52,63,179,185]",3
600,52;63;181,False,3,"[52,63,181]",10
601,52;63;182,False,3,"[52,63,182]",11
602,52;63;183,False,3,"[52,63,183]",6
603,52;63;184,False,3,"[52,63,184]",5
604,52;63;185,False,3,"[52,63,185]",1
605,52;64;179;181,False,4,"[52,64,179,181]",1
606,52;64;179;182,False,4,"[52,64,179,182]",3
607,52;64;179;183,False,4,"[52,64,179,183]",3
608,52;64;179;184,False,4,"[52,64,179,184]",2
609,52;64;179;185,False,4,"[52,64,179,185]",2
610,52;64;181,False,3,"[52,64,181]",5
611,52;64;182,False,3,"[52,64,182]",10
612,52;64;183,False,3,"[52,64,183]",7
613,52;64;184,False,3,"[52,64,184]",7
614,52;64;185,False,3,"[52,64,185]",3
615,52;65;179;184,False,4,"[52,65,179,184]",5
616,52;65;181,False,3,"[52,65,181]",3
617,52;65;185,False,3,"[52,65,185]",1
618,52;66;179;181,False,4,"[52,66,179,181]",2
619,52;66;179;183,False,4,"[52,66,179,183]",1
620,52;66;179;184,False,4,"[52,66,179,184]",2
621,52;66;179;185,False,4,"[52,66,179,185]",4
622,52;66;181,False,3,"[52,66,181]",2
623,52;66;182,False,3,"[52,66,182]",9
624,52;66;183,False,3,"[52,66,183]",5
625,52;67;179;181,False,4,"[52,67,179,181]",2
626,52;67;179;182,False,4,"[52,67,179,182]",3
627,52;67;179;183,False,4,"[52,67,179,183]",1
628,52;67;182,False,3,"[52,67,182]",9
629,52;67;183,False,3,"[52,67,183]",2
630,52;67;184,False,3,"[52,67,184]",1
631,52;67;185,False,3,"[52,67,185]",3
632,52;68;179;181,False,4,"[52,68,179,181]",1
633,52;68;179;183,False,4,"[52,68,179,183]",1
634,52;68;181,False,3,"[52,68,181]",1
635,52;68;182,False,3,"[52,68,182]",8
636,52;68;183,False,3,"[52,68,183]",1
637,52;68;184,False,3,"[52,68,184]",4
638,52;69;179;184,False,4,"[52,69,179,184]",1
639,52;69;179;185,False,4,"[52,69,179,185]",1
640,52;69;183,False,3,"[52,69,183]",2
641,52;69;184,False,3,"[52,69,184]",2
642,52;70;179;182,False,4,"[52,70,179,182]",2
643,52;70;182,False,3,"[52,70,182]",5
644,52;70;185,False,3,"[52,70,185]",1
645,52;179;181;182,False,4,"[52,179,181,182]",7
646,52;179;181;182;184,False,5,"[52,179,181,182,184]",1
647,52;179;181;184,False,4,"[52,179,181,184]",2
648,52;179;181;185,False,4,"[52,179,181,185]",6
649,52;179;182;183,False,4,"[52,179,182,183]",3
650,52;179;182;184,False,4,"[52,179,182,184]",2
651,52;179;183;184,False,4,"[52,179,183,184]",11
652,52;181;182,False,3,"[52,181,182]",59
653,52;181;182;183,False,4,"[52,181,182,183]",6
654,52;181;182;184,False,4,"[52,181,182,184]",7
655,52;181;183,False,3,"[52,181,183]",4
656,52;181;183;184,False,4,"[52,181,183,184]",7
657,52;181;183;185,False,4,"[52,181,183,185]",5
658,52;181;184,False,3,"[52,181,184]",35
659,52;181;184;185,False,4,"[52,181,184,185]",5
660,52;181;185,False,3,"[52,181,185]",40
661,52;181;194,False,3,"[52,181,194]",6
662,52;181;300,False,3,"[52,181,300]",1
663,52;182;183,False,3,"[52,182,183]",66
664,52;182;183;184,False,4,"[52,182,183,184]",3
665,52;182;194,False,3,"[52,182,194]",6
666,52;182;300,False,3,"[52,182,300]",1
667,52;183;184,False,3,"[52,183,184]",66
668,52;183;184;185,False,4,"[52,183,184,185]",5
669,52;183;185,False,3,"[52,183,185]",24
670,52;183;194,False,3,"[52,183,194]",1
671,52;184;185,False,3,"[52,184,185]",2
672,52;185;186,False,3,"[52,185,186]",1
673,53;59;179;181,False,4,"[53,59,179,181]",1
674,53;59;179;185,False,4,"[53,59,179,185]",1
675,53;59;181,False,3,"[53,59,181]",8
676,53;59;182,False,3,"[53,59,182]",15
677,53;59;183,False,3,"[53,59,183]",7
678,53;59;184,False,3,"[53,59,184]",6
679,53;59;185,False,3,"[53,59,185]",3
680,53;60;179;181,False,4,"[53,60,179,181]",3
681,53;60;179;182,False,4,"[53,60,179,182]",1
682,53;60;179;183,False,4,"[53,60,179,183]",3
683,53;60;179;184,False,4,"[53,60,179,184]",1
684,53;60;179;185,False,4,"[53,60,179,185]",1
685,53;60;181,False,3,"[53,60,181]",12
686,53;60;182,False,3,"[53,60,182]",13
687,53;60;183,False,3,"[53,60,183]",15
688,53;60;184,False,3,"[53,60,184]",5
689,53;60;185,False,3,"[53,60,185]",2
690,53;61;179;181,False,4,"[53,61,179,181]",1
691,53;61;179;182,False,4,"[53,61,179,182]",1
692,53;61;182,False,3,"[53,61,182]",1
693,53;62;183,False,3,"[53,62,183]",1
694,53;63;179;181,False,4,"[53,63,179,181]",1
695,53;63;179;183,False,4,"[53,63,179,183]",2
696,53;63;181,False,3,"[53,63,181]",3
697,53;63;182,False,3,"[53,63,182]",4
698,53;63;183,False,3,"[53,63,183]",3
699,53;63;184,False,3,"[53,63,184]",2
700,53;63;185,False,3,"[53,63,185]",1
701,53;64;179;181,False,4,"[53,64,179,181]",1
702,53;64;179;183,False,4,"[53,64,179,183]",1
703,53;64;179;184,False,4,"[53,64,179,184]",1
704,53;64;179;185,False,4,"[53,64,179,185]",1
705,53;64;181,False,3,"[53,64,181]",4
706,53;64;183,False,3,"[53,64,183]",3
707,53;64;184,False,3,"[53,64,184]",1
708,53;64;185,False,3,"[53,64,185]",1
709,53;65;181,False,3,"[53,65,181]",1
710,53;66;179;181,False,4,"[53,66,179,181]",1
711,53;66;179;183,False,4,"[53,66,179,183]",3
712,53;66;179;185,False,4,"[53,66,179,185]",1
713,53;66;181,False,3,"[53,66,181]",1
714,53;66;182,False,3,"[53,66,182]",4
715,53;66;183,False,3,"[53,66,183]",3
716,53;67;183,False,3,"[53,67,183]",1
717,53;67;185,False,3,"[53,67,185]",1
718,53;68;179;181,False,4,"[53,68,179,181]",1
719,53;68;182,False,3,"[53,68,182]",3
720,53;68;183,False,3,"[53,68,183]",1
721,53;68;184,False,3,"[53,68,184]",2
722,53;69;179;184,False,4,"[53,69,179,184]",1
723,53;69;182,False,3,"[53,69,182]",1
724,53;70;179;183,False,4,"[53,70,179,183]",1
725,53;179;181;182,False,4,"[53,179,181,182]",8
726,53;179;181;184,False,4,"[53,179,181,184]",2
727,53;179;181;185,False,4,"[53,179,181,185]",2
728,53;179;182;183,False,4,"[53,179,182,183]",1
729,53;179;183;184,False,4,"[53,179,183,184]",4
730,53;179;183;184;185,False,5,"[53,179,183,184,185]",1
731,53;179;183;185,False,4,"[53,179,183,185]",2
732,53;181;182,False,3,"[53,181,182]",50
733,53;181;182;183,False,4,"[53,181,182,183]",3
734,53;181;182;184,False,4,"[53,181,182,184]",1
735,53;181;183,False,3,"[53,181,183]",4
736,53;181;183;184,False,4,"[53,181,183,184]",4
737,53;181;183;185,False,4,"[53,181,183,185]",4
738,53;181;184,False,3,"[53,181,184]",28
739,53;181;184;185,False,4,"[53,181,184,185]",1
740,53;181;185,False,3,"[53,181,185]",22
741,53;181;194,False,3,"[53,181,194]",2
742,53;182;183,False,3,"[53,182,183]",55
743,53;182;183;184,False,4,"[53,182,183,184]",3
744,53;182;184,False,3,"[53,182,184]",1
745,53;182;194,False,3,"[53,182,194]",3
746,53;183;184,False,3,"[53,183,184]",36
747,53;183;184;185,False,4,"[53,183,184,185]",4
748,53;183;185,False,3,"[53,183,185]",20
749,53;183;194,False,3,"[53,183,194]",3
750,53;184;185,False,3,"[53,184,185]",1
751,54;59;179;181,False,4,"[54,59,179,181]",4
752,54;59;179;183,False,4,"[54,59,179,183]",1
753,54;59;179;185,False,4,"[54,59,179,185]",1
754,54;59;181,False,3,"[54,59,181]",11
755,54;59;182,False,3,"[54,59,182]",17
756,54;59;183,False,3,"[54,59,183]",8
757,54;59;184,False,3,"[54,59,184]",6
758,54;59;185,False,3,"[54,59,185]",4
759,54;60;179;181,False,4,"[54,60,179,181]",2
760,54;60;179;183,False,4,"[54,60,179,183]",2
761,54;60;179;184,False,4,"[54,60,179,184]",4
762,54;60;181,False,3,"[54,60,181]",14
763,54;60;182,False,3,"[54,60,182]",22
764,54;60;183,False,3,"[54,60,183]",10
765,54;60;184,False,3,"[54,60,184]",10
766,54;60;185,False,3,"[54,60,185]",5
767,54;61;179;182,False,4,"[54,61,179,182]",1
768,54;61;179;183,False,4,"[54,61,179,183]",1
769,54;61;183,False,3,"[54,61,183]",1
770,54;63;179;181,False,4,"[54,63,179,181]",5
771,54;63;179;182,False,4,"[54,63,179,182]",1
772,54;63;179;183,False,4,"[54,63,179,183]",5
773,54;63;179;184,False,4,"[54,63,179,184]",1
774,54;63;179;185,False,4,"[54,63,179,185]",1
775,54;63;181,False,3,"[54,63,181]",5
776,54;63;182,False,3,"[54,63,182]",5
777,54;63;183,False,3,"[54,63,183]",1
778,54;63;184,False,3,"[54,63,184]",4
779,54;63;185,False,3,"[54,63,185]",1
780,54;64;179;181,False,4,"[54,64,179,181]",1
781,54;64;179;182,False,4,"[54,64,179,182]",2
782,54;64;179;183,False,4,"[54,64,179,183]",1
783,54;64;179;184,False,4,"[54,64,179,184]",1
784,54;64;179;185,False,4,"[54,64,179,185]",1
785,54;64;181,False,3,"[54,64,181]",1
786,54;64;182,False,3,"[54,64,182]",5
787,54;64;183,False,3,"[54,64,183]",2
788,54;64;185,False,3,"[54,64,185]",2
789,54;65;179;184,False,4,"[54,65,179,184]",4
790,54;65;181,False,3,"[54,65,181]",1
791,54;65;185,False,3,"[54,65,185]",1
792,54;66;179;183,False,4,"[54,66,179,183]",2
793,54;66;182,False,3,"[54,66,182]",4
794,54;66;183,False,3,"[54,66,183]",1
795,54;67;179;182,False,4,"[54,67,179,182]",1
796,54;67;179;183,False,4,"[54,67,179,183]",1
797,54;67;179;184,False,4,"[54,67,179,184]",1
798,54;67;182,False,3,"[54,67,182]",7
799,54;67;183,False,3,"[54,67,183]",4
800,54;67;184,False,3,"[54,67,184]",3
801,54;68;179;181,False,4,"[54,68,179,181]",1
802,54;68;179;183,False,4,"[54,68,179,183]",1
803,54;68;182,False,3,"[54,68,182]",3
804,54;68;184,False,3,"[54,68,184]",1
805,54;69;179;184,False,4,"[54,69,179,184]",1
806,54;69;179;185,False,4,"[54,69,179,185]",1
807,54;69;182,False,3,"[54,69,182]",2
808,54;69;184,False,3,"[54,69,184]",1
809,54;70;179;181,False,4,"[54,70,179,181]",1
810,54;70;179;183,False,4,"[54,70,179,183]",1
811,54;70;181,False,3,"[54,70,181]",1
812,54;70;182,False,3,"[54,70,182]",2
813,54;179;181;182,False,4,"[54,179,181,182]",7
814,54;179;181;185,False,4,"[54,179,181,185]",1
815,54;179;182;183,False,4,"[54,179,182,183]",4
816,54;179;183;184,False,4,"[54,179,183,184]",5
817,54;179;183;185,False,4,"[54,179,183,185]",2
818,54;181;182,False,3,"[54,181,182]",46
819,54;181;182;183,False,4,"[54,181,182,183]",4
820,54;181;182;184,False,4,"[54,181,182,184]",2
821,54;181;183;184,False,4,"[54,181,183,184]",2
822,54;181;183;185,False,4,"[54,181,183,185]",1
823,54;181;184,False,3,"[54,181,184]",23
824,54;181;184;185,False,4,"[54,181,184,185]",4
825,54;181;185,False,3,"[54,181,185]",26
826,54;181;194,False,3,"[54,181,194]",4
827,54;182;183,False,3,"[54,182,183]",57
828,54;182;183;184,False,4,"[54,182,183,184]",2
829,54;182;184,False,3,"[54,182,184]",1
830,54;182;194,False,3,"[54,182,194]",3
831,54;183;184,False,3,"[54,183,184]",36
832,54;183;184;185,False,4,"[54,183,184,185]",2
833,54;183;185,False,3,"[54,183,185]",13
834,54;183;194,False,3,"[54,183,194]",4
835,54;184;185,False,3,"[54,184,185]",1
836,54;185;186,False,3,"[54,185,186]",1
837,55;59;179;181,False,4,"[55,59,179,181]",1
838,55;59;179;183,False,4,"[55,59,179,183]",1
839,55;59;179;184,False,4,"[55,59,179,184]",1
840,55;59;181,False,3,"[55,59,181]",4
841,55;59;182,False,3,"[55,59,182]",4
842,55;59;183,False,3,"[55,59,183]",4
843,55;59;184,False,3,"[55,59,184]",1
844,55;59;185,False,3,"[55,59,185]",3
845,55;60;179;182,False,4,"[55,60,179,182]",1
846,55;60;181,False,3,"[55,60,181]",4
847,55;60;182,False,3,"[55,60,182]",1
848,55;60;183,False,3,"[55,60,183]",3
849,55;60;185,False,3,"[55,60,185]",1
850,55;61;179;181,False,4,"[55,61,179,181]",1
851,55;61;179;182,False,4,"[55,61,179,182]",1
852,55;61;181,False,3,"[55,61,181]",1
853,55;61;182,False,3,"[55,61,182]",1
854,55;62;179;184,False,4,"[55,62,179,184]",1
855,55;62;182,False,3,"[55,62,182]",1
856,55;62;183,False,3,"[55,62,183]",1
857,55;63;179;183,False,4,"[55,63,179,183]",1
858,55;63;181,False,3,"[55,63,181]",1
859,55;63;182,False,3,"[55,63,182]",1
860,55;63;183,False,3,"[55,63,183]",2
861,55;63;185,False,3,"[55,63,185]",1
862,55;64;179;183,False,4,"[55,64,179,183]",1
863,55;64;179;184,False,4,"[55,64,179,184]",2
864,55;64;179;185,False,4,"[55,64,179,185]",1
865,55;64;181,False,3,"[55,64,181]",1
866,55;64;182,False,3,"[55,64,182]",1
867,55;64;183,False,3,"[55,64,183]",2
868,55;64;184,False,3,"[55,64,184]",1
869,55;64;185,False,3,"[55,64,185]",3
870,55;65;179;184,False,4,"[55,65,179,184]",1
871,55;66;179;181,False,4,"[55,66,179,181]",1
872,55;66;179;183,False,4,"[55,66,179,183]",1
873,55;66;182,False,3,"[55,66,182]",1
874,55;66;183,False,3,"[55,66,183]",1
875,55;67;179;181,False,4,"[55,67,179,181]",1
876,55;67;179;182,False,4,"[55,67,179,182]",1
877,55;67;185,False,3,"[55,67,185]",1
878,55;68;181,False,3,"[55,68,181]",1
879,55;68;182,False,3,"[55,68,182]",2
880,55;68;184,False,3,"[55,68,184]",3
881,55;69;184,False,3,"[55,69,184]",1
882,55;70;181,False,3,"[55,70,181]",1
883,55;70;182,False,3,"[55,70,182]",1
884,55;70;185,False,3,"[55,70,185]",1
885,55;179;181;182,False,4,"[55,179,181,182]",4
886,55;179;181;185,False,4,"[55,179,181,185]",1
887,55;179;182;183,False,4,"[55,179,182,183]",2
888,55;179;183;184;185,False,5,"[55,179,183,184,185]",1
889,55;181;182,False,3,"[55,181,182]",25
890,55;181;182;183,False,4,"[55,181,182,183]",3
891,55;181;182;184,False,4,"[55,181,182,184]",2
892,55;181;183,False,3,"[55,181,183]",1
893,55;181;183;185,False,4,"[55,181,183,185]",2
894,55;181;184,False,3,"[55,181,184]",13
895,55;181;185,False,3,"[55,181,185]",12
896,55;182;183,False,3,"[55,182,183]",20
897,55;182;183;184,False,4,"[55,182,183,184]",1
898,55;182;184,False,3,"[55,182,184]",1
899,55;182;300,False,3,"[55,182,300]",1
900,55;183;184,False,3,"[55,183,184]",19
901,55;183;184;185,False,4,"[55,183,184,185]",1
902,55;183;185,False,3,"[55,183,185]",5
903,55;183;194,False,3,"[55,183,194]",2
904,55;183;300,False,3,"[55,183,300]",1
905,55;184;185,False,3,"[55,184,185]",1
906,56;59;179;181,False,4,"[56,59,179,181]",2
907,56;59;179;182,False,4,"[56,59,179,182]",1
908,56;59;179;183,False,4,"[56,59,179,183]",1
909,56;59;179;184,False,4,"[56,59,179,184]",1
910,56;59;181,False,3,"[56,59,181]",7
911,56;59;182,False,3,"[56,59,182]",18
912,56;59;183,False,3,"[56,59,183]",14
913,56;59;184,False,3,"[56,59,184]",7
914,56;59;185,False,3,"[56,59,185]",2
915,56;60;179;181,False,4,"[56,60,179,181]",2
916,56;60;179;182,False,4,"[56,60,179,182]",2
917,56;60;181,False,3,"[56,60,181]",13
918,56;60;182,False,3,"[56,60,182]",15
919,56;60;183,False,3,"[56,60,183]",7
920,56;60;184,False,3,"[56,60,184]",6
921,56;60;185,False,3,"[56,60,185]",4
922,56;61;179;183,False,4,"[56,61,179,183]",1
923,56;61;181,False,3,"[56,61,181]",1
924,56;61;183,False,3,"[56,61,183]",1
925,56;62;179;182,False,4,"[56,62,179,182]",1
926,56;62;179;183,False,4,"[56,62,179,183]",1
927,56;62;179;184,False,4,"[56,62,179,184]",1
928,56;62;182,False,3,"[56,62,182]",1
929,56;63;179;181,False,4,"[56,63,179,181]",2
930,56;63;179;182,False,4,"[56,63,179,182]",3
931,56;63;179;183,False,4,"[56,63,179,183]",3
932,56;63;179;185,False,4,"[56,63,179,185]",2
933,56;63;181,False,3,"[56,63,181]",3
934,56;63;182,False,3,"[56,63,182]",7
935,56;63;183,False,3,"[56,63,183]",2
936,56;63;184,False,3,"[56,63,184]",3
937,56;63;185,False,3,"[56,63,185]",1
938,56;64;179;182,False,4,"[56,64,179,182]",3
939,56;64;179;183,False,4,"[56,64,179,183]",2
940,56;64;179;184,False,4,"[56,64,179,184]",1
941,56;64;179;185,False,4,"[56,64,179,185]",1
942,56;64;181,False,3,"[56,64,181]",3
943,56;64;182,False,3,"[56,64,182]",7
944,56;64;183,False,3,"[56,64,183]",5
945,56;64;184,False,3,"[56,64,184]",3
946,56;64;185,False,3,"[56,64,185]",5
947,56;65;179;184,False,4,"[56,65,179,184]",2
948,56;65;181,False,3,"[56,65,181]",2
949,56;65;185,False,3,"[56,65,185]",1
950,56;66;179;181,False,4,"[56,66,179,181]",1
951,56;66;179;183,False,4,"[56,66,179,183]",1
952,56;66;179;184,False,4,"[56,66,179,184]",1
953,56;66;179;185,False,4,"[56,66,179,185]",1
954,56;66;182,False,3,"[56,66,182]",3
955,56;66;183,False,3,"[56,66,183]",1
956,56;67;179;181,False,4,"[56,67,179,181]",2
957,56;67;179;182,False,4,"[56,67,179,182]",1
958,56;67;179;183,False,4,"[56,67,179,183]",1
959,56;67;179;184,False,4,"[56,67,179,184]",1
960,56;67;182,False,3,"[56,67,182]",3
961,56;67;183,False,3,"[56,67,183]",1
962,56;67;184,False,3,"[56,67,184]",3
963,56;67;185,False,3,"[56,67,185]",1
964,56;68;179;183,False,4,"[56,68,179,183]",1
965,56;68;181,False,3,"[56,68,181]",1
966,56;68;182,False,3,"[56,68,182]",4
967,56;68;184,False,3,"[56,68,184]",4
968,56;69;179;185,False,4,"[56,69,179,185]",1
969,56;69;184,False,3,"[56,69,184]",1
970,56;70;179;181,False,4,"[56,70,179,181]",1
971,56;70;179;183,False,4,"[56,70,179,183]",1
972,56;70;181,False,3,"[56,70,181]",1
973,56;70;182,False,3,"[56,70,182]",7
974,56;70;185,False,3,"[56,70,185]",1
975,56;179;181;182,False,4,"[56,179,181,182]",1
976,56;179;181;184,False,4,"[56,179,181,184]",1
977,56;179;181;185,False,4,"[56,179,181,185]",1
978,56;179;182;183,False,4,"[56,179,182,183]",2
979,56;179;183;184,False,4,"[56,179,183,184]",2
980,56;181;182,False,3,"[56,181,182]",24
981,56;181;182;183,False,4,"[56,181,182,183]",4
982,56;181;182;184,False,4,"[56,181,182,184]",4
983,56;181;183;185,False,4,"[56,181,183,185]",2
984,56;181;184,False,3,"[56,181,184]",14
985,56;181;184;185,False,4,"[56,181,184,185]",1
986,56;181;185,False,3,"[56,181,185]",18
987,56;181;194,False,3,"[56,181,194]",2
988,56;181;300,False,3,"[56,181,300]",1
989,56;182;183,False,3,"[56,182,183]",36
990,56;182;184,False,3,"[56,182,184]",1
991,56;182;194,False,3,"[56,182,194]",3
992,56;183;184,False,3,"[56,183,184]",26
993,56;183;184;185,False,4,"[56,183,184,185]",1
994,56;183;185,False,3,"[56,183,185]",11
995,56;183;194,False,3,"[56,183,194]",3
996,56;183;300,False,3,"[56,183,300]",1
997,56;184;185,False,3,"[56,184,185]",1
998,57;59;179;181,False,4,"[57,59,179,181]",1
999,57;59;179;182,False,4,"[57,59,179,182]",1
1000,57;59;179;183,False,4,"[57,59,179,183]",1
1001,57;59;181,False,3,"[57,59,181]",6
1002,57;59;182,False,3,"[57,59,182]",4
1003,57;59;183,False,3,"[57,59,183]",4
1004,57;59;184,False,3,"[57,59,184]",2
1005,57;60;179;183,False,4,"[57,60,179,183]",1
1006,57;60;179;185,False,4,"[57,60,179,185]",1
1007,57;60;181,False,3,"[57,60,181]",8
1008,57;60;182,False,3,"[57,60,182]",3
1009,57;60;183,False,3,"[57,60,183]",1
1010,57;60;185,False,3,"[57,60,185]",1
1011,57;62;179;183,False,4,"[57,62,179,183]",1
1012,57;63;179;181,False,4,"[57,63,179,181]",2
1013,57;63;179;183,False,4,"[57,63,179,183]",1
1014,57;63;181,False,3,"[57,63,181]",1
1015,57;63;183,False,3,"[57,63,183]",1
1016,57;63;184,False,3,"[57,63,184]",1
1017,57;64;179;182,False,4,"[57,64,179,182]",1
1018,57;64;179;184,False,4,"[57,64,179,184]",1
1019,57;64;181,False,3,"[57,64,181]",1
1020,57;64;183,False,3,"[57,64,183]",2
1021,57;64;185,False,3,"[57,64,185]",4
1022,57;65;181,False,3,"[57,65,181]",1
1023,57;66;179;181,False,4,"[57,66,179,181]",1
1024,57;66;179;183,False,4,"[57,66,179,183]",1
1025,57;66;183,False,3,"[57,66,183]",1
1026,57;69;184,False,3,"[57,69,184]",1
1027,57;70;179;182,False,4,"[57,70,179,182]",1
1028,57;179;181;182,False,4,"[57,179,181,182]",2
1029,57;179;181;184,False,4,"[57,179,181,184]",1
1030,57;179;182;183,False,4,"[57,179,182,183]",1
1031,57;181;182,False,3,"[57,181,182]",8
1032,57;181;182;183,False,4,"[57,181,182,183]",1
1033,57;181;182;184,False,4,"[57,181,182,184]",1
1034,57;181;183;184,False,4,"[57,181,183,184]",2
1035,57;181;183;185,False,4,"[57,181,183,185]",1
1036,57;181;184,False,3,"[57,181,184]",4
1037,57;181;184;185,False,4,"[57,181,184,185]",1
1038,57;181;185,False,3,"[57,181,185]",1
1039,57;182;183,False,3,"[57,182,183]",20
1040,57;183;184,False,3,"[57,183,184]",5
1041,57;183;184;185,False,4,"[57,183,184,185]",3
1042,57;183;185,False,3,"[57,183,185]",1
