skill_id,canonical_skill_key,is_untagged,tag_count,original_tag_ids,question_count,raw_interaction_count,supervised_interaction_count,retained_interaction_count
380,30;31;32;179;181;183,False,6,"[30,31,32,179,181,183]",2,21073,21073,18573
381,30;31;32;179;181;185,False,6,"[30,31,32,179,181,185]",2,9228,9225,8464
382,30;31;32;179;182;184,False,6,"[30,31,32,179,182,184]",1,9670,9670,8776
383,30;31;32;179;184;185,False,6,"[30,31,32,179,184,185]",1,10041,10041,9172
384,30;31;32;181;182,False,5,"[30,31,32,181,182]",1,7176,7174,6694
385,30;31;32;181;183,False,5,"[30,31,32,181,183]",3,25628,25628,21372
386,30;31;32;181;184,False,5,"[30,31,32,181,184]",5,43885,43879,40396
387,30;31;32;181;185,False,5,"[30,31,32,181,185]",4,87635,87627,45492
388,30;31;32;182;183,False,5,"[30,31,32,182,183]",3,18172,18172,16783
389,30;31;32;182;184,False,5,"[30,31,32,182,184]",2,13336,13334,12524
390,30;31;32;183;184,False,5,"[30,31,32,183,184]",3,39144,39133,37011
391,30;31;32;183;185,False,5,"[30,31,32,183,185]",2,27540,27540,24956
392,30;31;42;181;182,False,5,"[30,31,42,181,182]",1,1007,1007,922
393,30;31;42;182;184,False,5,"[30,31,42,182,184]",1,11102,11102,10006
394,30;31;42;183;184,False,5,"[30,31,42,183,184]",2,18843,18840,17411
395,30;31;42;183;185,False,5,"[30,31,42,183,185]",1,13435,13433,12460
396,30;31;49;182;184,False,5,"[30,31,49,182,184]",1,27274,27272,24070
397,30;32;36;182;183,False,5,"[30,32,36,182,183]",1,12027,12025,11213
398,30;32;36;183;185,False,5,"[30,32,36,183,185]",2,25295,25290,22597
399,30;34;35;179;181;184,False,6,"[30,34,35,179,181,184]",1,11238,11236,10237
400,30;34;35;179;182;183,False,6,"[30,34,35,179,182,183]",2,27622,27616,25057
401,30;34;35;179;183;185,False,6,"[30,34,35,179,183,185]",1,29276,29276,26196
402,30;34;35;181;182,False,5,"[30,34,35,181,182]",3,49720,49701,45151
403,30;34;35;181;183,False,5,"[30,34,35,181,183]",3,27909,27907,25740
404,30;34;35;181;184,False,5,"[30,34,35,181,184]",3,67860,67846,61025
405,30;34;35;181;185,False,5,"[30,34,35,181,185]",6,52115,52101,47223
406,30;34;35;182;183,False,5,"[30,34,35,182,183]",6,50763,50762,47085
407,30;34;35;182;184,False,5,"[30,34,35,182,184]",5,71206,71199,56188
408,30;34;35;183;184,False,5,"[30,34,35,183,184]",3,70076,70076,60175
409,30;34;35;183;185,False,5,"[30,34,35,183,185]",3,55018,55012,36969
410,30;34;35;184;185,False,5,"[30,34,35,184,185]",1,32993,32991,28363
411,30;34;42;179;181;185,False,6,"[30,34,42,179,181,185]",1,15564,15564,13103
412,30;34;42;181;182,False,5,"[30,34,42,181,182]",4,58202,58198,51988
413,30;34;42;181;183,False,5,"[30,34,42,181,183]",2,35352,35351,30065
414,30;34;42;181;184,False,5,"[30,34,42,181,184]",3,21456,21453,19827
415,30;34;42;181;185,False,5,"[30,34,42,181,185]",4,46493,46485,42607
416,30;34;42;182;183,False,5,"[30,34,42,182,183]",3,43637,43633,40106
417,30;34;42;183;184,False,5,"[30,34,42,183,184]",2,13898,13896,12789
418,30;34;42;184;185,False,5,"[30,34,42,184,185]",1,29006,28994,26700
419,30;36;37;181;182,False,5,"[30,36,37,181,182]",1,11446,11442,10797
420,30;36;37;181;183,False,5,"[30,36,37,181,183]",3,37954,37943,34849
421,30;36;37;181;184,False,5,"[30,36,37,181,184]",3,38888,38886,34971
422,30;36;37;181;185,False,5,"[30,36,37,181,185]",1,15148,15148,13725
423,30;36;37;182;183,False,5,"[30,36,37,182,183]",1,13125,13124,12172
424,30;36;37;183;184,False,5,"[30,36,37,183,184]",1,30624,30615,28032
425,30;36;37;183;185,False,5,"[30,36,37,183,185]",4,63903,63891,57961
426,30;38;39;179;181;183,False,6,"[30,38,39,179,181,183]",1,11444,11444,10412
427,30;38;39;179;181;184,False,6,"[30,38,39,179,181,184]",1,23580,23580,19669
428,30;38;39;179;182;184,False,6,"[30,38,39,179,182,184]",1,13354,13354,12161
429,30;38;39;179;183;185,False,6,"[30,38,39,179,183,185]",2,24163,24155,22032
430,30;38;39;181;182,False,5,"[30,38,39,181,182]",3,24343,24342,20679
431,30;38;39;181;183,False,5,"[30,38,39,181,183]",2,12494,12493,11622
432,30;38;39;181;184,False,5,"[30,38,39,181,184]",1,12937,12937,11722
433,30;38;39;181;185,False,5,"[30,38,39,181,185]",1,11640,11638,10649
434,30;38;39;182;184,False,5,"[30,38,39,182,184]",3,43862,43849,40293
435,30;38;39;183;184,False,5,"[30,38,39,183,184]",2,37121,37118,34716
436,30;44;45;181;182,False,5,"[30,44,45,181,182]",2,43225,43220,40451
437,30;44;45;181;183,False,5,"[30,44,45,181,183]",1,18898,18892,17635
438,30;44;45;181;184,False,5,"[30,44,45,181,184]",1,12530,12530,11492
439,30;44;45;181;185,False,5,"[30,44,45,181,185]",1,21188,21182,13465
440,30;44;45;182;183,False,5,"[30,44,45,182,183]",1,19618,19615,18160
441,30;44;45;182;184,False,5,"[30,44,45,182,184]",1,29823,29823,28009
442,30;44;45;183;184,False,5,"[30,44,45,183,184]",1,23631,23631,20965
443,30;44;49;181;184,False,5,"[30,44,49,181,184]",1,130101,130100,91954
444,30;44;49;182;183,False,5,"[30,44,49,182,183]",2,245249,245247,170699
445,30;44;49;183;184,False,5,"[30,44,49,183,184]",1,122254,122254,85073
446,30;46;47;179;183;185,False,6,"[30,46,47,179,183,185]",1,28874,28869,26527
447,30;46;47;181;184,False,5,"[30,46,47,181,184]",1,39089,39086,34934
448,31;32;179;181;183,False,5,"[31,32,179,181,183]",1,8868,8868,8128
449,31;32;179;181;184,False,5,"[31,32,179,181,184]",1,14235,14232,12875
450,31;32;179;181;185,False,5,"[31,32,179,181,185]",1,11673,11671,10814
451,31;32;179;182;184,False,5,"[31,32,179,182,184]",1,9903,9902,8931
452,31;32;179;183;184,False,5,"[31,32,179,183,184]",1,8884,8879,8206
453,31;32;179;183;185,False,5,"[31,32,179,183,185]",5,48060,48054,44777
454,31;32;181;182,False,4,"[31,32,181,182]",14,110242,110204,102082
455,31;32;181;183,False,4,"[31,32,181,183]",10,92957,92919,82700
456,31;32;181;184,False,4,"[31,32,181,184]",17,117839,117804,109970
457,31;32;181;185,False,4,"[31,32,181,185]",12,99123,99086,86981
458,31;32;182;183,False,4,"[31,32,182,183]",23,202363,202334,187164
459,31;32;182;184,False,4,"[31,32,182,184]",10,83475,83468,78432
460,31;32;183;184,False,4,"[31,32,183,184]",34,118271,118237,108363
461,31;32;183;185,False,4,"[31,32,183,185]",28,267032,266965,234907
462,31;32;184;185,False,4,"[31,32,184,185]",5,47387,47370,44462
463,31;37;182;184,False,4,"[31,37,182,184]",1,33439,33437,30409
464,31;42;181;183,False,4,"[31,42,181,183]",3,49433,49432,45625
465,31;42;181;185,False,4,"[31,42,181,185]",1,17549,17548,16083
466,31;42;182;183,False,4,"[31,42,182,183]",1,1156,1156,1116
467,31;42;183;184,False,4,"[31,42,183,184]",2,11851,11849,10552
468,31;42;183;185,False,4,"[31,42,183,185]",2,36325,36323,32395
469,31;45;179;182;183,False,5,"[31,45,179,182,183]",1,10457,10452,9496
470,31;45;181;183,False,4,"[31,45,181,183]",1,8216,8210,7710
471,31;45;182;184,False,4,"[31,45,182,184]",1,41795,41786,37157
472,31;49;183;184,False,4,"[31,49,183,184]",2,2255,2255,2175
473,32;34;181;182,False,4,"[32,34,181,182]",1,13041,13040,10853
474,32;36;181;182,False,4,"[32,36,181,182]",1,10843,10840,10179
475,32;36;181;185,False,4,"[32,36,181,185]",1,16299,16298,12499
476,34;35;179;181;182,False,5,"[34,35,179,181,182]",1,10084,10081,9290
477,34;35;179;181;183,False,5,"[34,35,179,181,183]",2,17634,17632,16451
478,34;35;179;181;184,False,5,"[34,35,179,181,184]",1,14925,14924,13515
479,34;35;179;181;185,False,5,"[34,35,179,181,185]",1,40768,40768,35619
480,34;35;179;182;183,False,5,"[34,35,179,182,183]",1,11506,11501,10890
481,34;35;179;182;184,False,5,"[34,35,179,182,184]",2,31270,31268,28729
482,34;35;179;183;184,False,5,"[34,35,179,183,184]",2,22798,22796,20680
483,34;35;179;183;185,False,5,"[34,35,179,183,185]",2,35806,35804,32669
484,34;35;181;182,False,4,"[34,35,181,182]",2,22062,22057,19064
485,34;35;181;183,False,4,"[34,35,181,183]",9,89891,89879,79928
486,34;35;181;184,False,4,"[34,35,181,184]",15,50427,50404,47582
487,34;35;181;185,False,4,"[34,35,181,185]",5,73659,73654,65921
488,34;35;182;183,False,4,"[34,35,182,183]",19,61070,61050,57891
489,34;35;182;184,False,4,"[34,35,182,184]",7,90147,90139,83915
490,34;35;183;184,False,4,"[34,35,183,184]",16,58492,58436,54936
491,34;35;183;185,False,4,"[34,35,183,185]",4,41535,41532,38899
492,34;35;184;185,False,4,"[34,35,184,185]",4,36394,36387,34374
493,34;42;179;181;183,False,5,"[34,42,179,181,183]",2,19801,19797,18146
494,34;42;179;181;184,False,5,"[34,42,179,181,184]",1,14204,14191,11986
495,34;42;179;181;185,False,5,"[34,42,179,181,185]",2,24164,24160,22170
496,34;42;179;182;183,False,5,"[34,42,179,182,183]",3,34310,34307,31316
497,34;42;179;183;185,False,5,"[34,42,179,183,185]",1,11006,11000,9802
498,34;42;181;182,False,4,"[34,42,181,182]",5,165128,165122,122711
499,34;42;181;183,False,4,"[34,42,181,183]",2,13746,13722,12536
500,34;42;181;184,False,4,"[34,42,181,184]",6,38303,38297,35769
501,34;42;181;185,False,4,"[34,42,181,185]",4,33965,33960,31065
502,34;42;182;183,False,4,"[34,42,182,183]",12,95032,94983,87615
503,34;42;182;184,False,4,"[34,42,182,184]",3,41263,41258,35061
504,34;42;183;184,False,4,"[34,42,183,184]",10,48103,48097,45076
505,34;42;183;185,False,4,"[34,42,183,185]",4,42087,42068,38544
506,36;37;179;182;183,False,5,"[36,37,179,182,183]",1,18587,18580,17149
507,36;37;179;183;185,False,5,"[36,37,179,183,185]",1,13561,13561,12404
508,36;37;181;182,False,4,"[36,37,181,182]",7,68210,68203,62683
509,36;37;181;183,False,4,"[36,37,181,183]",12,189610,189576,170453
510,36;37;181;184,False,4,"[36,37,181,184]",13,73738,73734,68527
511,36;37;181;185,False,4,"[36,37,181,185]",6,127400,127380,111304
512,36;37;182;183,False,4,"[36,37,182,183]",12,79344,79334,73064
513,36;37;182;184,False,4,"[36,37,182,184]",4,58980,58974,54276
514,36;37;183;184,False,4,"[36,37,183,184]",23,109248,109241,97644
515,36;37;183;185,False,4,"[36,37,183,185]",5,76659,76646,71020
516,36;37;184;185,False,4,"[36,37,184,185]",1,14658,14642,14050
517,37;38;181;182,False,4,"[37,38,181,182]",1,11071,11071,10321
518,37;38;181;184,False,4,"[37,38,181,184]",1,12690,12689,11730
519,37;38;182;183,False,4,"[37,38,182,183]",1,9675,9674,9046
520,37;38;182;184,False,4,"[37,38,182,184]",1,13970,13968,13109
521,38;39;179;181;182,False,5,"[38,39,179,181,182]",1,845,845,787
522,38;39;179;181;183,False,5,"[38,39,179,181,183]",2,31612,31601,29338
523,38;39;179;181;184,False,5,"[38,39,179,181,184]",1,12356,12356,11144
524,38;39;179;181;185,False,5,"[38,39,179,181,185]",2,25508,25508,23317
525,38;39;179;182;184,False,5,"[38,39,179,182,184]",2,21548,21544,19691
526,38;39;179;183;185,False,5,"[38,39,179,183,185]",1,13456,13452,12401
527,38;39;181;182,False,4,"[38,39,181,182]",10,175993,175969,157364
528,38;39;181;183,False,4,"[38,39,181,183]",7,98774,98765,90994
529,38;39;181;184,False,4,"[38,39,181,184]",14,106976,106972,94004
530,38;39;181;185,False,4,"[38,39,181,185]",6,145817,145772,119867
531,38;39;182;183,False,4,"[38,39,182,183]",14,77336,77328,71157
532,38;39;182;184,False,4,"[38,39,182,184]",4,50401,50384,46557
533,38;39;183;184,False,4,"[38,39,183,184]",6,49116,49108,44993
534,38;39;183;185,False,4,"[38,39,183,185]",8,81688,81677,73434
535,38;39;184;185,False,4,"[38,39,184,185]",1,11826,11823,10992
536,39;46;179;181;183,False,5,"[39,46,179,181,183]",1,24198,24195,22176
537,44;45;179;181;183,False,5,"[44,45,179,181,183]",2,24484,24482,22387
538,44;45;179;181;184,False,5,"[44,45,179,181,184]",2,35935,35932,33421
539,44;45;179;181;185,False,5,"[44,45,179,181,185]",1,12557,12556,11308
540,44;45;179;182;183,False,5,"[44,45,179,182,183]",1,10027,10027,9229
541,44;45;179;183;185,False,5,"[44,45,179,183,185]",3,39989,39987,34673
542,44;45;181;182,False,4,"[44,45,181,182]",8,96017,96003,86915
543,44;45;181;183,False,4,"[44,45,181,183]",7,95149,95139,87507
544,44;45;181;184,False,4,"[44,45,181,184]",16,106063,106054,98622
545,44;45;181;185,False,4,"[44,45,181,185]",5,67065,67051,58304
546,44;45;182;183,False,4,"[44,45,182,183]",7,46012,46004,42691
547,44;45;182;184,False,4,"[44,45,182,184]",4,45595,45590,41454
548,44;45;183;184,False,4,"[44,45,183,184]",19,48954,48954,44110
549,44;45;183;185,False,4,"[44,45,183,185]",10,153426,153385,135257
550,44;45;184;185,False,4,"[44,45,184,185]",3,53995,53987,32184
551,44;49;179;181;183,False,5,"[44,49,179,181,183]",1,48888,48887,42141
552,44;49;179;183;185,False,5,"[44,49,179,183,185]",1,26375,26368,23281
553,44;49;181;185,False,4,"[44,49,181,185]",3,84521,84513,73985
554,44;49;183;184,False,4,"[44,49,183,184]",2,40408,40408,35290
555,44;49;183;185,False,4,"[44,49,183,185]",1,48361,48361,42225
556,46;47;179;181;182,False,5,"[46,47,179,181,182]",1,20823,20821,18347
557,46;47;179;181;183,False,5,"[46,47,179,181,183]",3,51142,51139,42496
558,46;47;179;181;185,False,5,"[46,47,179,181,185]",1,29254,29252,26626
559,46;47;179;182;183,False,5,"[46,47,179,182,183]",1,25379,25373,22908
560,46;47;181;182,False,4,"[46,47,181,182]",8,28332,28329,26215
561,46;47;181;183,False,4,"[46,47,181,183]",1,55719,55717,48303
562,46;47;181;184,False,4,"[46,47,181,184]",4,56429,56423,47349
563,46;47;182;183,False,4,"[46,47,182,183]",1,59377,59377,51647
564,46;47;182;184,False,4,"[46,47,182,184]",3,53950,53942,49231
565,46;47;183;184,False,4,"[46,47,183,184]",2,55153,55146,49735
566,46;47;183;185,False,4,"[46,47,183,185]",4,103377,103358,92896
567,46;47;184;185,False,4,"[46,47,184,185]",1,23073,23068,20979
568,52;59;179;182,False,4,"[52,59,179,182]",1,5043,5041,4929
569,52;59;179;183,False,4,"[52,59,179,183]",1,5501,5499,5357
570,52;59;179;184,False,4,"[52,59,179,184]",1,5153,5152,5010
571,52;59;179;185,False,4,"[52,59,179,185]",1,4045,4043,3991
572,52;59;181,False,3,"[52,59,181]",19,77174,77151,75647
573,52;59;182,False,3,"[52,59,182]",31,114692,114615,111099
574,52;59;183,False,3,"[52,59,183]",19,408620,408593,171083
575,52;59;184,False,3,"[52,59,184]",14,49970,49953,48946
576,52;59;185,False,3,"[52,59,185]",6,17197,17196,16860
577,52;60;179;182,False,4,"[52,60,179,182]",1,4650,4650,4575
578,52;60;179;183,False,4,"[52,60,179,183]",3,15460,15460,15154
579,52;60;179;184,False,4,"[52,60,179,184]",1,87,87,85
580,52;60;179;185,False,4,"[52,60,179,185]",1,14570,14566,13851
581,52;60;181,False,3,"[52,60,181]",11,23458,23457,23037
582,52;60;182,False,3,"[52,60,182]",11,37344,37337,36674
583,52;60;183,False,3,"[52,60,183]",11,36271,36263,35495
584,52;60;184,False,3,"[52,60,184]",5,18389,18380,18023
585,52;60;185,False,3,"[52,60,185]",3,14959,14952,14607
586,52;61;179;181,False,4,"[52,61,179,181]",1,22194,22187,21128
587,52;61;179;183,False,4,"[52,61,179,183]",1,20992,20989,20145
588,52;61;181,False,3,"[52,61,181]",1,8573,8566,8246
589,52;61;182,False,3,"[52,61,182]",1,6330,6325,6172
590,52;61;183,False,3,"[52,61,183]",1,5818,5810,5715
591,52;62;179;182,False,4,"[52,62,179,182]",2,45026,45016,43119
592,52;62;179;183,False,4,"[52,62,179,183]",1,273,273,267
593,52;62;179;184,False,4,"[52,62,179,184]",1,15723,15712,15172
594,52;62;182,False,3,"[52,62,182]",1,207,207,195
595,52;63;179;181,False,4,"[52,63,179,181]",5,41223,41209,39250
596,52;63;179;182,False,4,"[52,63,179,182]",5,28065,28059,27344
597,52;63;179;183,False,4,"[52,63,179,183]",5,22169,22161,21592
598,52;63;179;184,False,4,"[52,63,179,184]",2,8227,8223,8101
599,52;63;179;185,False,4,"[52,63,179,185]",3,12497,12496,12224
600,52;63;181,False,3,"[52,63,181]",10,53019,53001,51839
601,52;63;182,False,3,"[52,63,182]",11,57963,57942,56734
602,52;63;183,False,3,"[52,63,183]",6,19471,19471,19037
603,52;63;184,False,3,"[52,63,184]",5,11988,11983,11725
604,52;63;185,False,3,"[52,63,185]",1,5442,5441,5331
605,52;64;179;181,False,4,"[52,64,179,181]",1,4146,4144,4049
606,52;64;179;182,False,4,"[52,64,179,182]",3,20629,20624,19538
607,52;64;179;183,False,4,"[52,64,179,183]",3,20319,20314,19896
608,52;64;179;184,False,4,"[52,64,179,184]",2,8177,8174,7906
609,52;64;179;185,False,4,"[52,64,179,185]",2,10174,10173,9922
610,52;64;181,False,3,"[52,64,181]",5,21240,21230,20824
611,52;64;182,False,3,"[52,64,182]",10,26780,26766,26217
612,52;64;183,False,3,"[52,64,183]",7,34789,34707,31883
613,52;64;184,False,3,"[52,64,184]",7,373261,373255,124795
614,52;64;185,False,3,"[52,64,185]",3,181446,181440,67430
615,52;65;179;184,False,4,"[52,65,179,184]",5,57440,57415,55527
616,52;65;181,False,3,"[52,65,181]",3,16768,16757,16269
617,52;65;185,False,3,"[52,65,185]",1,12672,12662,12272
618,52;66;179;181,False,4,"[52,66,179,181]",2,22321,22314,21569
619,52;66;179;183,False,4,"[52,66,179,183]",1,10549,10544,10219
620,52;66;179;184,False,4,"[52,66,179,184]",2,17360,17351,16947
621,52;66;179;185,False,4,"[52,66,179,185]",4,17821,17813,17312
622,52;66;181,False,3,"[52,66,181]",2,13905,13901,13601
623,52;66;182,False,3,"[52,66,182]",9,37403,37373,36540
624,52;66;183,False,3,"[52,66,183]",5,8304,8299,8119
625,52;67;179;181,False,4,"[52,67,179,181]",2,14814,14809,14531
626,52;67;179;182,False,4,"[52,67,179,182]",3,31525,31519,30507
627,52;67;179;183,False,4,"[52,67,179,183]",1,5161,5159,5043
628,52;67;182,False,3,"[52,67,182]",9,48875,48860,47692
629,52;67;183,False,3,"[52,67,183]",2,9247,9247,9014
630,52;67;184,False,3,"[52,67,184]",1,5718,5716,5604
631,52;67;185,False,3,"[52,67,185]",3,10176,10172,9916
632,52;68;179;181,False,4,"[52,68,179,181]",1,8330,8327,8103
633,52;68;179;183,False,4,"[52,68,179,183]",1,7963,7961,7760
634,52;68;181,False,3,"[52,68,181]",1,11132,11131,10767
635,52;68;182,False,3,"[52,68,182]",8,46444,46435,45290
636,52;68;183,False,3,"[52,68,183]",1,9772,9770,9496
637,52;68;184,False,3,"[52,68,184]",4,13588,13586,13276
638,52;69;179;184,False,4,"[52,69,179,184]",1,13518,13511,13084
639,52;69;179;185,False,4,"[52,69,179,185]",1,675,675,653
640,52;69;183,False,3,"[52,69,183]",2,1482,1481,1419
641,52;69;184,False,3,"[52,69,184]",2,32485,32468,30946
642,52;70;179;182,False,4,"[52,70,179,182]",2,33983,33976,32665
643,52;70;182,False,3,"[52,70,182]",5,29133,29108,28440
644,52;70;185,False,3,"[52,70,185]",1,7479,7474,7255
645,52;179;181;182,False,4,"[52,179,181,182]",7,44603,44519,43107
646,52;179;181;182;184,False,5,"[52,179,181,182,184]",1,6962,6939,6732
647,52;179;181;184,False,4,"[52,179,181,184]",2,12489,12456,12125
648,52;179;181;185,False,4,"[52,179,181,185]",6,41630,41494,40081
649,52;179;182;183,False,4,"[52,179,182,183]",3,19012,19010,17143
650,52;179;182;184,False,4,"[52,179,182,184]",2,17958,17958,17391
651,52;179;183;184,False,4,"[52,179,183,184]",11,267336,267268,128085
652,52;181;182,False,3,"[52,181,182]",59,354206,353804,340793
653,52;181;182;183,False,4,"[52,181,182,183]",6,34598,34262,31958
654,52;181;182;184,False,4,"[52,181,182,184]",7,40924,40863,39524
655,52;181;183,False,3,"[52,181,183]",4,7610,7564,7417
656,52;181;183;184,False,4,"[52,181,183,184]",7,17972,17917,17370
657,52;181;183;185,False,4,"[52,181,183,185]",5,24492,24416,23650
658,52;181;184,False,3,"[52,181,184]",35,180657,180205,174990
659,52;181;184;185,False,4,"[52,181,184,185]",5,27191,27133,26438
660,52;181;185,False,3,"[52,181,185]",40,192110,191706,185449
661,52;181;194,False,3,"[52,181,194]",6,28258,28256,27707
662,52;181;300,False,3,"[52,181,300]",1,1908,1908,1871
663,52;182;183,False,3,"[52,182,183]",66,365673,365217,352747
664,52;182;183;184,False,4,"[52,182,183,184]",3,13859,13807,13434
665,52;182;194,False,3,"[52,182,194]",6,38580,38579,37635
666,52;182;300,False,3,"[52,182,300]",1,2200,2200,2110
667,52;183;184,False,3,"[52,183,184]",66,480091,479752,337611
668,52;183;184;185,False,4,"[52,183,184,185]",5,36573,36464,35431
669,52;183;185,False,3,"[52,183,185]",24,102197,101988,99458
670,52;183;194,False,3,"[52,183,194]",1,5811,5810,5676
671,52;184;185,False,3,"[52,184,185]",2,21877,21854,21153
672,52;185;186,False,3,"[52,185,186]",1,3009,3009,2824
673,53;59;179;181,False,4,"[53,59,179,181]",1,3412,3412,3359
674,53;59;179;185,False,4,"[53,59,179,185]",1,4043,4041,3989
675,53;59;181,False,3,"[53,59,181]",8,34165,34157,33462
676,53;59;182,False,3,"[53,59,182]",15,64586,64572,62960
677,53;59;183,False,3,"[53,59,183]",7,192220,192209,73698
678,53;59;184,False,3,"[53,59,184]",6,22899,22889,22448
679,53;59;185,False,3,"[53,59,185]",3,13728,13726,13444
680,53;60;179;181,False,4,"[53,60,179,181]",3,16281,16279,15905
681,53;60;179;182,False,4,"[53,60,179,182]",1,5044,5044,4950
682,53;60;179;183,False,4,"[53,60,179,183]",3,15455,15455,15149
683,53;60;179;184,False,4,"[53,60,179,184]",1,8996,8996,8670
684,53;60;179;185,False,4,"[53,60,179,185]",1,14570,14565,13848
685,53;60;181,False,3,"[53,60,181]",12,45864,45852,44884
686,53;60;182,False,3,"[53,60,182]",13,51280,51262,50324
687,53;60;183,False,3,"[53,60,183]",15,59945,59928,58501
688,53;60;184,False,3,"[53,60,184]",5,21852,21842,21344
689,53;60;185,False,3,"[53,60,185]",2,7721,7715,7587
690,53;61;179;181,False,4,"[53,61,179,181]",1,22186,22179,21120
691,53;61;179;182,False,4,"[53,61,179,182]",1,437,437,417
692,53;61;182,False,3,"[53,61,182]",1,6330,6325,6172
693,53;62;183,False,3,"[53,62,183]",1,19273,19267,18556
694,53;63;179;181,False,4,"[53,63,179,181]",1,4457,4456,4375
695,53;63;179;183,False,4,"[53,63,179,183]",2,5782,5780,5639
696,53;63;181,False,3,"[53,63,181]",3,14193,14190,13937
697,53;63;182,False,3,"[53,63,182]",4,22660,22652,22167
698,53;63;183,False,3,"[53,63,183]",3,8518,8514,8301
699,53;63;184,False,3,"[53,63,184]",2,4670,4669,4580
700,53;63;185,False,3,"[53,63,185]",1,5442,5441,5331
701,53;64;179;181,False,4,"[53,64,179,181]",1,4146,4144,4049
702,53;64;179;183,False,4,"[53,64,179,183]",1,8917,8914,8710
703,53;64;179;184,False,4,"[53,64,179,184]",1,8055,8052,7790
704,53;64;179;185,False,4,"[53,64,179,185]",1,4982,4982,4856
705,53;64;181,False,3,"[53,64,181]",4,18267,18257,17851
706,53;64;183,False,3,"[53,64,183]",3,19740,19734,17960
707,53;64;184,False,3,"[53,64,184]",1,183198,183197,59042
708,53;64;185,False,3,"[53,64,185]",1,6663,6661,6458
709,53;65;181,False,3,"[53,65,181]",1,14406,14395,13962
710,53;66;179;181,False,4,"[53,66,179,181]",1,10457,10452,10048
711,53;66;179;183,False,4,"[53,66,179,183]",3,30526,30519,29634
712,53;66;179;185,False,4,"[53,66,179,185]",1,256,256,246
713,53;66;181,False,3,"[53,66,181]",1,6951,6950,6800
714,53;66;182,False,3,"[53,66,182]",4,19753,19739,19260
715,53;66;183,False,3,"[53,66,183]",3,1856,1856,1821
716,53;67;183,False,3,"[53,67,183]",1,9018,9018,8786
717,53;67;185,False,3,"[53,67,185]",1,9435,9431,9186
718,53;68;179;181,False,4,"[53,68,179,181]",1,8325,8322,8099
719,53;68;182,False,3,"[53,68,182]",3,21543,21539,21045
720,53;68;183,False,3,"[53,68,183]",1,9772,9769,9495
721,53;68;184,False,3,"[53,68,184]",2,14546,14543,14176
722,53;69;179;184,False,4,"[53,69,179,184]",1,13515,13508,13081
723,53;69;182,False,3,"[53,69,182]",1,12748,12740,12310
724,53;70;179;183,False,4,"[53,70,179,183]",1,14518,14512,14007
725,53;179;181;182,False,4,"[53,179,181,182]",8,55556,55503,53979
726,53;179;181;184,False,4,"[53,179,181,184]",2,16591,16538,15965
727,53;179;181;185,False,4,"[53,179,181,185]",2,12007,12003,11745
728,53;179;182;183,False,4,"[53,179,182,183]",1,18323,18305,17391
729,53;179;183;184,False,4,"[53,179,183,184]",4,19585,19573,19064
730,53;179;183;184;185,False,5,"[53,179,183,184,185]",1,8446,8389,8111
731,53;179;183;185,False,4,"[53,179,183,185]",2,15602,15579,15145
732,53;181;182,False,3,"[53,181,182]",50,302716,302377,292239
733,53;181;182;183,False,4,"[53,181,182,183]",3,5181,5087,4863
734,53;181;182;184,False,4,"[53,181,182,184]",1,10097,10095,9740
735,53;181;183,False,3,"[53,181,183]",4,14028,13973,13659
736,53;181;183;184,False,4,"[53,181,183,184]",4,15026,14970,14477
737,53;181;183;185,False,4,"[53,181,183,185]",4,23942,23865,23105
738,53;181;184,False,3,"[53,181,184]",28,151314,150940,146164
739,53;181;184;185,False,4,"[53,181,184,185]",1,4235,4217,4119
740,53;181;185,False,3,"[53,181,185]",22,161699,161541,155655
741,53;181;194,False,3,"[53,181,194]",2,10928,10928,10699
742,53;182;183,False,3,"[53,182,183]",55,359228,358599,346081
743,53;182;183;184,False,4,"[53,182,183,184]",3,14082,13979,13547
744,53;182;184,False,3,"[53,182,184]",1,6144,6144,5986
745,53;182;194,False,3,"[53,182,194]",3,20798,20798,20201
746,53;183;184,False,3,"[53,183,184]",36,206836,206603,199650
747,53;183;184;185,False,4,"[53,183,184,185]",4,41786,41686,39978
748,53;183;185,False,3,"[53,183,185]",20,102646,102449,99380
749,53;183;194,False,3,"[53,183,194]",3,19763,19708,19231
750,53;184;185,False,3,"[53,184,185]",1,14866,14865,14366
751,54;59;179;181,False,4,"[54,59,179,181]",4,7415,7415,7290
752,54;59;179;183,False,4,"[54,59,179,183]",1,5500,5498,5356
753,54;59;179;185,False,4,"[54,59,179,185]",1,4044,4042,3990
754,54;59;181,False,3,"[54,59,181]",11,40759,40751,39946
755,54;59;182,False,3,"[54,59,182]",17,63284,63222,61945
756,54;59;183,False,3,"[54,59,183]",8,21565,21556,21185
757,54;59;184,False,3,"[54,59,184]",6,24775,24770,24278
758,54;59;185,False,3,"[54,59,185]",4,15594,15592,15281
759,54;60;179;181,False,4,"[54,60,179,181]",2,9114,9114,8932
760,54;60;179;183,False,4,"[54,60,179,183]",2,8981,8981,8807
761,54;60;179;184,False,4,"[54,60,179,184]",4,18170,18170,17514
762,54;60;181,False,3,"[54,60,181]",14,34268,34258,33572
763,54;60;182,False,3,"[54,60,182]",22,87374,87349,85651
764,54;60;183,False,3,"[54,60,183]",10,44637,44623,43527
